일련번호,차량번호,통과시각,파일경로,CODE,인식타임,경차여부,바닥밝기,유효,선택,숫자번호,번호판영역,촬영정보,번호판밝기,전기차,전기차2,번호판밝기2
,"45로6227","20180904160131760","C:\Img\2018\09\04\160131760S_6227.jpg","01","104",,"81(44)","3","1","456227","(653, 410), W:255, H:63","GigE 631164 / 1/2000S / Gain 70 /FR 52.0","190(68/244)",,,
,"62우2859","20180904160228751","C:\Img\2018\09\04\160228751S_2859.jpg","01","170",,"79(43)","3","1","622859","(667, 382), W:253, H:65","GigE 631164 / 1/2000S / Gain 70 /FR 52.0","193(68/246)",,,
,"57호9482","20180904160427157","C:\Img\2018\09\04\160427157S_9482.jpg","01","142",,"58(33)","3","1","579482","(751, 400), W:279, H:71","GigE 631164 / 1/2000S / Gain 70 /FR 52.0","183(53/234)",,,
,"55고2965","20180904160518827","C:\Img\2018\09\04\160518827S_2965.jpg","01","187",,"85(60)","3","1","552965","(577, 424), W:251, H:63","GigE 631164 / 1/1500S / Gain 70 /FR 52.0","187(67/246)",,,
,"97어4147","20180904160845723","C:\Img\2018\09\04\160845723S_4147.jpg","01","138",,"72(50)","3","1","974147","(605, 316), W:261, H:65","GigE 631164 / 1/1500S / Gain 70 /FR 52.0","191(60/245)",,,
,"33러7917","20180904161039247","C:\Img\2018\09\04\161039247S_7917.jpg","01","171",,"72(51)","3","1","337917","(717, 444), W:249, H:61","GigE 631164 / 1/1500S / Gain 70 /FR 52.0","194(69/242)",,,
,"66우1537","20180904161046771","C:\Img\2018\09\04\161046771S_1537.jpg","01","144",,"71(50)","3","1","661537","(633, 374), W:255, H:65","GigE 631164 / 1/1500S / Gain 70 /FR 52.0","193(68/238)",,,
,"18머2245","20180904161203187","C:\Img\2018\09\04\161203187S_2245.jpg","01","113",,"72(51)","3","1","182245","(647, 422), W:251, H:69","GigE 631164 / 1/1500S / Gain 70 /FR 52.0","189(69/245)",,,
,"53거0320","20180904161220710","C:\Img\2018\09\04\161220710S_0320.jpg","01","120",,"68(49)","3","1","530320","(695, 386), W:255, H:63","GigE 631164 / 1/1500S / Gain 70 /FR 52.0","179(60/236)",,,
,"92모3985","20180904161438226","C:\Img\2018\09\04\161438226S_3985.jpg","01","115",,"63(45)","3","1","923985","(645, 382), W:255, H:65","GigE 631164 / 1/1500S / Gain 70 /FR 52.0","181(65/242)",,,
,"03노2489","20180904161644289","C:\Img\2018\09\04\161644289S_2489.jpg","01","94",,"58(42)","3","1","032489","(625, 404), W:193, H:97","GigE 631164 / 1/1500S / Gain 70 /FR 52.0","97(49/200)",,,
,"68나3307","20180904161835466","C:\Img\2018\09\04\161835466S_3307.jpg","01","122",,"57(41)","3","1","683307","(677, 404), W:257, H:67","GigE 631164 / 1/1500S / Gain 70 /FR 52.0","168(60/218)",,,
,"18도6553","20180904161936694","C:\Img\2018\09\04\161936694S_6553.jpg","01","112",,"53(39)","3","1","186553","(645, 360), W:269, H:65","GigE 631164 / 1/1500S / Gain 70 /FR 52.0","172(61/224)",,,
,"33머3777","20180904162354455","C:\Img\2018\09\04\162354455S_3777.jpg","01","67",,"48(47)","3","1","333777","(745, 386), W:201, H:103","GigE 631164 / 1/1000S / Gain 70 /FR 52.0","88(53/196)",,,
,"53가2911","20180904162520818","C:\Img\2018\09\04\162520818S_2911.jpg","01","118",,"49(48)","3","1","532911","(549, 404), W:231, H:61","GigE 631164 / 1/1000S / Gain 70 /FR 52.0","153(55/193)",,,
,"09주1308","20180904162614506","C:\Img\2018\09\04\162614506S_1308.jpg","01","129",,"47(46)","3","1","091308","(681, 390), W:251, H:61","GigE 631164 / 1/1000S / Gain 70 /FR 52.0","160(59/203)",,,
,"54거8685","20180904162629332","C:\Img\2018\09\04\162629332S_8685.jpg","01","97",,"46(45)","3","1","548685","(685, 396), W:257, H:65","GigE 631164 / 1/1000S / Gain 70 /FR 52.0","152(51/209)",,,
,"61소7704","20180904162658576","C:\Img\2018\09\04\162658576S_7704.jpg","01","138",,"44(43)","3","1","617704","(689, 404), W:255, H:67","GigE 631164 / 1/1000S / Gain 70 /FR 52.0","157(50/194)",,,
,"42도3200","20180904162716349","C:\Img\2018\09\04\162716349S_3200.jpg","01","114",,"46(45)","3","1","423200","(719, 424), W:265, H:65","GigE 631164 / 1/1000S / Gain 70 /FR 52.0","156(56/207)",,,
,"19더6543","20180904162722569","C:\Img\2018\09\04\162722569S_6543.jpg","01","110",,"41(40)","3","1","196543","(629, 380), W:249, H:67","GigE 631164 / 1/1000S / Gain 70 /FR 52.0","153(53/201)",,,
,"39부0782","20180904162729828","C:\Img\2018\09\04\162729828S_0782.jpg","01","84",,"44(43)","3","1","390782","(683, 378), W:267, H:65","GigE 631164 / 1/1000S / Gain 70 /FR 52.0","159(51/212)",,,
,"54고5061","20180904162746038","C:\Img\2018\09\04\162746038S_5061.jpg","01","67",,"44(44)","3","1","545061","(667, 436), W:261, H:65","GigE 631164 / 1/1000S / Gain 70 /FR 52.0","152(51/200)",,,
,"65거8266","20180904162843597","C:\Img\2018\09\04\162843597S_8266.jpg","01","69",,"45(44)","3","1","658266","(691, 392), W:255, H:67","GigE 631164 / 1/1000S / Gain 70 /FR 52.0","159(57/204)",,,
,"55거3941","20180904162943340","C:\Img\2018\09\04\162943340S_3941.jpg","01","74",,"41(40)","3","1","553941","(611, 384), W:241, H:63","GigE 631164 / 1/1000S / Gain 70 /FR 52.0","146(50/194)",,,
,"58주4439","20180904163004598","C:\Img\2018\09\04\163004598S_4439.jpg","01","68",,"40(40)","3","1","584439","(621, 408), W:255, H:65","GigE 631164 / 1/1000S / Gain 70 /FR 52.0","150(52/195)",,,
,"63마7089","20180904163117168","C:\Img\2018\09\04\163117168S_7089.jpg","01","80",,"34(34)","3","1","637089","(665, 420), W:265, H:67","GigE 631164 / 1/1000S / Gain 70 /FR 52.0","125(45/164)",,,
,"04로9745","20180904163148125","C:\Img\2018\09\04\163148125S_9745.jpg","01","66",,"57(57)","3","1","049745","(677, 440), W:265, H:63","GigE 631164 / 1/500S / Gain 70 /FR 52.0","108(42/143)",,,
,"15러3411","20180904163316391","C:\Img\2018\09\04\163316391S_3411.jpg","01","73",,"55(55)","3","1","153411","(527, 442), W:249, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","143(43/184)",,,
,"47수3255","20180904163427452","C:\Img\2018\09\04\163427452S_3255.jpg","01","68",,"60(60)","3","1","473255","(573, 438), W:267, H:63","GigE 631164 / 1/500S / Gain 70 /FR 52.0","134(40/179)",,,
,"34무6808","20180904163940296","C:\Img\2018\09\04\163940296S_6808.jpg","01","114",,"56(56)","3","1","346808","(575, 450), W:265, H:63","GigE 631164 / 1/500S / Gain 70 /FR 52.0","136(44/188)",,,
,"83소7117","20180904164023359","C:\Img\2018\09\04\164023359S_7117.jpg","01","75",,"56(56)","3","1","837117","(577, 304), W:273, H:71","GigE 631164 / 1/500S / Gain 70 /FR 52.0","149(43/184)",,,
,"02어2296","20180904164048570","C:\Img\2018\09\04\164048570S_2296.jpg","01","68",,"58(58)","3","1","022296","(471, 420), W:259, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","121(41/166)",,,
,"54거9909","20180904164219646","C:\Img\2018\09\04\164219646S_9909.jpg","01","77",,"57(57)","3","1","549909","(549, 428), W:255, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","139(47/180)",,,
,"23노3430","20180904164227480","C:\Img\2018\09\04\164227480S_3430.jpg","01","80",,"54(54)","3","1","233430","(613, 430), W:251, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","118(37/157)",,,
,"51하7377","20180904164307891","C:\Img\2018\09\04\164307891S_7377.jpg","01","120",,"56(56)","3","1","517377","(623, 416), W:251, H:63","GigE 631164 / 1/500S / Gain 70 /FR 52.0","130(43/162)",,,
,"울산33거8173","20180904164537791","C:\Img\2018\09\04\164537791S_8173.jpg","01","63",,"54(54)","3","1","338173","(604, 411), W:192, H:106","GigE 631164 / 1/500S / Gain 70 /FR 52.0","77(48/167)",,,
,"26모5559","20180904164626841","C:\Img\2018\09\04\164626841S_5559.jpg","01","87",,"56(56)","3","1","265559","(651, 450), W:273, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","137(46/188)",,,
,"40모1511","20180904164803666","C:\Img\2018\09\04\164803666S_1511.jpg","01","123",,"58(58)","3","1","401511","(603, 398), W:255, H:69","GigE 631164 / 1/500S / Gain 70 /FR 52.0","145(42/187)",,,
,"02러8005","20180904165026321","C:\Img\2018\09\04\165026321S_8005.jpg","01","73",,"54(54)","3","1","028005","(675, 405), W:213, H:102","GigE 631164 / 1/500S / Gain 70 /FR 52.0","74(41/154)",,,
,"29거1734","20180904165047371","C:\Img\2018\09\04\165047371S_1734.jpg","01","66",,"53(53)",,"1","291734","(711, 422), W:303, H:73","GigE 631164 / 1/500S / Gain 70 /FR 52.0","165(47/207)",,,
,"21하2198","20180904165106295","C:\Img\2018\09\04\165106295S_2198.jpg","01","98",,"56(56)",,"1","212198","(563, 426), W:265, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","137(43/177)",,,
,"29오4239","20180904165159342","C:\Img\2018\09\04\165159342S_4239.jpg","01","65",,"55(55)",,"1","294239","(651, 436), W:273, H:71","GigE 631164 / 1/500S / Gain 70 /FR 52.0","148(47/195)",,,
,"41우2564","20180904165218788","C:\Img\2018\09\04\165218788S_2564.jpg","01","104",,"55(55)",,"1","412564","(677, 418), W:267, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","136(43/177)",,,
,"68로2269","20180904165234627","C:\Img\2018\09\04\165234627S_2269.jpg","01","79",,"56(56)",,"1","682269","(709, 464), W:275, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","146(48/189)",,,
,"25모2202","20180904165324177","C:\Img\2018\09\04\165324177S_2202.jpg","01","100",,"56(56)",,"1","252202","(679, 432), W:273, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","142(42/194)",,,
,"17마1241","20180904165338839","C:\Img\2018\09\04\165338839S_1241.jpg","01","87",,"57(57)",,"1","171241","(647, 428), W:193, H:63","GigE 631164 / 1/500S / Gain 70 /FR 52.0","138(49/176)",,,
,"60라9319","20180904165416228","C:\Img\2018\09\04\165416228S_9319.jpg","01","78",,"57(57)",,"1","609319","(645, 458), W:263, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","135(44/173)",,,
,"47수7549","20180904165719104","C:\Img\2018\09\04\165719104S_7549.jpg","01","85",,"57(57)",,"1","477549","(609, 458), W:259, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","135(45/171)",,,
,"82오3278","20180904165904648","C:\Img\2018\09\04\165904648S_3278.jpg","01","67",,"58(58)",,"1","823278","(589, 410), W:263, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","141(44/186)",,,
,"48호9631","20180904165944228","C:\Img\2018\09\04\165944228S_9631.jpg","01","73",,"57(57)",,"1","489631","(723, 474), W:271, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","145(47/187)",,,
,"15저0618","20180904170027878","C:\Img\2018\09\04\170027878S_0618.jpg","01","67",,"56(56)",,"1","150618","(601, 400), W:253, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","129(40/167)",,,
,"54거3873","20180904170221599","C:\Img\2018\09\04\170221599S_3873.jpg","01","98",,"58(58)",,"1","543873","(871, 442), W:221, H:71","GigE 631164 / 1/500S / Gain 70 /FR 52.0","134(49/177)",,,
,"48어4633","20180904170301863","C:\Img\2018\09\04\170301863S_4633.jpg","01","85",,"59(59)",,"1","484633","(727, 436), W:285, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","127(42/173)",,,
,"20호5620","20180904170335502","C:\Img\2018\09\04\170335502S_5620.jpg","01","129",,"61(61)",,"1","205620","(529, 456), W:249, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","126(45/161)",,,
,"39마5834","20180904170539173","C:\Img\2018\09\04\170539173S_5834.jpg","01","71",,"37(36)",,"1","395834","(755, 430), W:273, H:63","GigE 631164 / 1/1000S / Gain 70 /FR 52.0","126(40/180)",,,
,"32두7427","20180904170836262","C:\Img\2018\09\04\170836262S_7427.jpg","01","97",,"59(59)",,"1","327427","(701, 446), W:263, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","135(44/172)",,,
,"82버3912","20180904170954002","C:\Img\2018\09\04\170954002S_3912.jpg","01","73",,"58(58)",,"1","823912","(527, 348), W:263, H:69","GigE 631164 / 1/500S / Gain 70 /FR 52.0","127(40/169)",,,
,"38마1834","20180904152828651","C:\Img\2018\09\04\152828651S_1834.jpg","01","340",,"153(49)","3","1","381834","(699, 344), W:227, H:111","GigE 631164 / 1/4000S / Gain 70 /FR 52.0","203(74/248)",,,
,"55하1417","20180904150534822","C:\Img\2018\09\04\150534822S_1417.jpg","01","129",,"183(48)","3","1","551417","(569, 380), W:251, H:63","GigE 631164 / 1/5000S / Gain 70 /FR 52.0","201(72/249)",,,
,"27라1040","20180904144744116","C:\Img\2018\09\04\144744116S_1040.jpg","01","152",,"181(51)","3","1","271040","(695, 394), W:263, H:67","GigE 631164 / 1/5000S / Gain 70 /FR 52.0","87(50/103)",,,
,"26고5663","20180904171356754","C:\Img\2018\09\04\171356754S_5663.jpg","01","127",,"61(61)",,"1","265663","(773, 462), W:283, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","148(45/194)",,,
,"28루9838","20180904171459027","C:\Img\2018\09\04\171459027S_9838.jpg","01","67",,"36(36)",,"1","289838","(557, 402), W:267, H:67","GigE 631164 / 1/1000S / Gain 70 /FR 52.0","129(44/176)",,,
,"15보3043","20180904171752686","C:\Img\2018\09\04\171752686S_3043.jpg","01","76",,"55(55)",,"1","153043","(605, 418), W:273, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","142(44/188)",,,
,"61버9480","20180904171926479","C:\Img\2018\09\04\171926479S_9480.jpg","01","76",,"55(55)",,"1","619480","(673, 396), W:261, H:63","GigE 631164 / 1/500S / Gain 70 /FR 52.0","134(44/176)",,,
,"울산12바2539","20180904172039954","C:\Img\2018\09\04\172039954S_2539.jpg","01","91",,"54(54)",,"1","122539","(552, 448), W:282, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","117(38/156)",,,
,"92도8011","20180904172052092","C:\Img\2018\09\04\172052092S_8011.jpg","01","77",,"56(56)",,"1","928011","(573, 388), W:261, H:63","GigE 631164 / 1/500S / Gain 70 /FR 52.0","141(42/184)",,,
,"65러3354","20180904172136367","C:\Img\2018\09\04\172136367S_3354.jpg","01","69",,"54(54)",,"1","653354","(545, 430), W:251, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","112(36/150)",,,
,"08버2857","20180904172334636","C:\Img\2018\09\04\172334636S_2857.jpg","01","93",,"54(54)",,"1","082857","(699, 398), W:273, H:69","GigE 631164 / 1/500S / Gain 70 /FR 52.0","150(48/195)",,,
,"05소6234","20180904172454937","C:\Img\2018\09\04\172454937S_6234.jpg","01","119",,"55(55)",,"1","056234","(655, 416), W:257, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","126(41/165)",,,
,"64어5671","20180904172612140","C:\Img\2018\09\04\172612140S_5671.jpg","01","82",,"53(53)",,"1","645671","(679, 434), W:259, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","145(45/185)",,,
,"58저8029","20180904172633048","C:\Img\2018\09\04\172633048S_8029.jpg","01","130",,"54(54)",,"1","588029","(705, 422), W:257, H:61","GigE 631164 / 1/500S / Gain 70 /FR 52.0","121(40/166)",,,
,"47고9734","20180904172639150","C:\Img\2018\09\04\172639150S_9734.jpg","01","69",,"54(54)",,"1","479734","(547, 406), W:247, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","129(43/164)",,,
,"23마8205","20180904172644459","C:\Img\2018\09\04\172644459S_8205.jpg","01","76",,"52(52)",,"1","238205","(605, 446), W:251, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","116(41/155)",,,
,"10다7335","20180904172711650","C:\Img\2018\09\04\172711650S_7335.jpg","01","91",,"53(53)",,"1","107335","(755, 414), W:265, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","112(39/150)",,,
,"30도9614","20180904172726643","C:\Img\2018\09\04\172726643S_9614.jpg","01","79",,"54(54)",,"1","309614","(669, 432), W:269, H:69","GigE 631164 / 1/500S / Gain 70 /FR 52.0","143(45/188)",,,
,"33머4743","20180904172736964","C:\Img\2018\09\04\172736964S_4743.jpg","01","74",,"52(52)",,"1","334743","(681, 414), W:265, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","133(42/181)",,,
,"24너4036","20180904172748118","C:\Img\2018\09\04\172748118S_4036.jpg","01","70",,"53(53)",,"1","244036","(687, 450), W:265, H:69","GigE 631164 / 1/500S / Gain 70 /FR 52.0","136(41/183)",,,
,"69마9203","20180904172753434","C:\Img\2018\09\04\172753434S_9203.jpg","01","108",,"55(55)",,"1","699203","(631, 418), W:253, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","124(42/163)",,,
,"88버5186","20180904172758928","C:\Img\2018\09\04\172758928S_5186.jpg","01","43",,"53(53)",,"1","885186","(625, 424), W:195, H:103","GigE 631164 / 1/500S / Gain 70 /FR 52.0","77(43/166)",,,
,"54거5949","20180904172811083","C:\Img\2018\09\04\172811083S_5949.jpg","01","72",,"53(53)",,"1","545949","(785, 404), W:263, H:63","GigE 631164 / 1/500S / Gain 70 /FR 52.0","131(42/178)",,,
,"05수1784","20180904172817861","C:\Img\2018\09\04\172817861S_1784.jpg","01","49",,"54(54)",,"1","051784","(529, 398), W:255, H:63","GigE 631164 / 1/500S / Gain 70 /FR 52.0","119(38/156)",,,
,"40모3280","20180904172832932","C:\Img\2018\09\04\172832932S_3280.jpg","01","76",,"54(54)",,"1","403280","(683, 412), W:269, H:69","GigE 631164 / 1/500S / Gain 70 /FR 52.0","126(42/178)",,,
,"50고5748","20180904172849310","C:\Img\2018\09\04\172849310S_5748.jpg","01","87",,"52(52)",,"1","505748","(609, 422), W:267, H:69","GigE 631164 / 1/500S / Gain 70 /FR 52.0","138(42/183)",,,
,"13고8552","20180904172921929","C:\Img\2018\09\04\172921929S_8552.jpg","01","72",,"54(54)",,"1","138552","(719, 398), W:277, H:71","GigE 631164 / 1/500S / Gain 70 /FR 52.0","157(52/196)",,,
,"65모9993","20180904172943154","C:\Img\2018\09\04\172943154S_9993.jpg","01","56",,"54(54)",,"1","659993","(645, 432), W:265, H:69","GigE 631164 / 1/500S / Gain 70 /FR 52.0","130(41/175)",,,
,"38하4401","20180904172956030","C:\Img\2018\09\04\172956030S_4401.jpg","01","71",,"53(53)",,"1","384401","(597, 408), W:255, H:69","GigE 631164 / 1/500S / Gain 70 /FR 52.0","138(44/181)",,,
,"28로1337","20180904173001367","C:\Img\2018\09\04\173001367S_1337.jpg","01","62",,"53(53)",,"1","281337","(705, 448), W:263, H:69","GigE 631164 / 1/500S / Gain 70 /FR 52.0","160(46/205)",,,
,"42도3671","20180904173218276","C:\Img\2018\09\04\173218276S_3671.jpg","01","85",,"53(53)",,"1","423671","(667, 398), W:241, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","123(37/159)",,,
,"75우1823","20180904173224163","C:\Img\2018\09\04\173224163S_1823.jpg","01","45",,"53(53)",,"1","751823","(595, 332), W:201, H:107","GigE 631164 / 1/500S / Gain 70 /FR 52.0","55(43/82)",,,
,"48부7900","20180904173237786","C:\Img\2018\09\04\173237786S_7900.jpg","01","77",,"52(52)",,"1","487900","(683, 428), W:271, H:69","GigE 631164 / 1/500S / Gain 70 /FR 52.0","133(44/180)",,,
,"27라2645","20180904173248689","C:\Img\2018\09\04\173248689S_2645.jpg","01","86",,"54(54)",,"1","272645","(603, 422), W:261, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","42(22/52)",,,
,"60어5728","20180904173254279","C:\Img\2018\09\04\173254279S_5728.jpg","01","62",,"54(54)",,"1","605728","(633, 438), W:255, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","135(45/173)",,,
,"24버8569","20180904173259898","C:\Img\2018\09\04\173259898S_8569.jpg","01","79",,"52(52)",,"1","248569","(577, 430), W:259, H:69","GigE 631164 / 1/500S / Gain 70 /FR 52.0","131(41/177)",,,
,"61모2940","20180904173304103","C:\Img\2018\09\04\173304103S_2940.jpg","01","75",,"53(53)",,"1","612940","(525, 406), W:259, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","127(44/165)",,,
,"37라5323","20180904173311138","C:\Img\2018\09\04\173311138S_5323.jpg","01","65",,"52(52)",,"1","375323","(665, 412), W:257, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","121(41/159)",,,
,"22조5600","20180904173443207","C:\Img\2018\09\04\173443207S_5600.jpg","01","105",,"52(52)",,"1","225600","(507, 432), W:247, H:63","GigE 631164 / 1/500S / Gain 70 /FR 52.0","118(38/162)",,,
,"88고1663","20180904173755543","C:\Img\2018\09\04\173755543S_1663.jpg","01","69",,"51(51)",,"1","881663","(679, 394), W:205, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","134(46/186)",,,
,"50루2255","20180904173824841","C:\Img\2018\09\04\173824841S_2255.jpg","01","107",,"53(53)",,"1","502255","(639, 464), W:259, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","123(40/161)",,,
,"99보9838","20180904173904047","C:\Img\2018\09\04\173904047S_9838.jpg","01","58",,"54(54)",,"1","999838","(573, 342), W:269, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","130(47/168)",,,
,"30조0507","20180904173930680","C:\Img\2018\09\04\173930680S_0507.jpg","01","63",,"51(51)",,"1","300507","(621, 526), W:251, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","113(39/147)",,,
,"69저4193","20180904173942812","C:\Img\2018\09\04\173942812S_4193.jpg","01","101",,"50(50)",,"1","694193","(455, 306), W:253, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","114(37/145)",,,
,"30저8503","20180904174002840","C:\Img\2018\09\04\174002840S_8503.jpg","01","80",,"52(52)",,"1","308503","(709, 426), W:275, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","134(43/186)",,,
,"71주8108","20180904174116046","C:\Img\2018\09\04\174116046S_8108.jpg","01","93",,"50(50)",,"1","718108","(659, 400), W:273, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","150(43/194)",,,
,"09호2598","20180904174152699","C:\Img\2018\09\04\174152699S_2598.jpg","01","53",,"52(52)",,"1","092598","(669, 432), W:279, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","142(44/189)",,,
,"82마9600","20180904174247738","C:\Img\2018\09\04\174247738S_9600.jpg","01","81",,"51(51)",,"1","829600","(635, 410), W:263, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","126(43/168)",,,
,"서울86자5779","20180904174254072","C:\Img\2018\09\04\174254072S_5779.jpg","01","110",,"52(52)","3","1","865779","(672, 382), W:196, H:99","GigE 631164 / 1/500S / Gain 70 /FR 52.0","117(38/148)",,,
,"02조3091","20180904174323731","C:\Img\2018\09\04\174323731S_3091.jpg","01","64",,"52(52)","3","1","023091","(761, 466), W:301, H:71","GigE 631164 / 1/500S / Gain 70 /FR 52.0",,,,
,"28루9812","20180904174343403","C:\Img\2018\09\04\174343403S_9812.jpg","01","59",,"51(51)","3","1","289812","(691, 418), W:271, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","132(42/179)",,,
,"52가8026","20180904174515202","C:\Img\2018\09\04\174515202S_8026.jpg","01","64",,"51(51)","3","1","528026","(559, 456), W:257, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","117(44/150)",,,
,"67고0391","20180904174526833","C:\Img\2018\09\04\174526833S_0391.jpg","01","49",,"51(51)","3","1","670391","(681, 420), W:265, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","137(40/178)",,,
,"12더9134","20180904174555481","C:\Img\2018\09\04\174555481S_9134.jpg","01","71",,"50(50)",,"1","129134","(703, 530), W:265, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","134(40/169)",,,
,"07노6019","20180904174639801","C:\Img\2018\09\04\174639801S_6019.jpg","01","73",,"50(50)",,"1","076019","(621, 504), W:247, H:71","GigE 631164 / 1/500S / Gain 70 /FR 52.0","125(42/156)",,,
,"11머0140","20180904174946143","C:\Img\2018\09\04\174946143S_0140.jpg","01","82",,"51(51)",,"1","110140","(555, 422), W:249, H:63","GigE 631164 / 1/500S / Gain 70 /FR 52.0","116(37/152)",,,
,"24루1266","20180904174954288","C:\Img\2018\09\04\174954288S_1266.jpg","01","67",,"50(50)",,"1","241266","(697, 438), W:277, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","136(40/182)",,,
,"73저6566","20180904175044262","C:\Img\2018\09\04\175044262S_6566.jpg","01","73",,"51(51)",,"1","736566","(567, 446), W:197, H:61","GigE 631164 / 1/500S / Gain 70 /FR 52.0","116(41/159)",,,
,"32오7364","20180904175257569","C:\Img\2018\09\04\175257569S_7364.jpg","01","63",,"50(50)",,"1","327364","(645, 416), W:257, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","133(43/171)",,,
,"45도4665","20180904175311015","C:\Img\2018\09\04\175311015S_4665.jpg","01","74",,"51(51)",,"1","454665","(701, 458), W:273, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","141(42/191)",,,
,"69저4938","20180904175618377","C:\Img\2018\09\04\175618377S_4938.jpg","01","78",,"51(51)",,"1","694938","(679, 432), W:259, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","126(40/171)",,,
,"61루1881","20180904175845876","C:\Img\2018\09\04\175845876S_1881.jpg","01","54",,"49(49)",,"1","611881","(515, 462), W:241, H:69","GigE 631164 / 1/500S / Gain 70 /FR 52.0","111(38/143)",,,
,"41소9540","20180904175903960","C:\Img\2018\09\04\175903960S_9540.jpg","01","68",,"50(50)",,"1","419540","(539, 392), W:261, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","128(39/168)",,,
,"62버2328","20180904175926646","C:\Img\2018\09\04\175926646S_2328.jpg","01","77",,"50(50)",,"1","622328","(605, 432), W:253, H:63","GigE 631164 / 1/500S / Gain 70 /FR 52.0","118(40/158)",,,
,"54부9064","20180904175956141","C:\Img\2018\09\04\175956141S_9064.jpg","01","92",,"51(51)",,"1","549064","(525, 432), W:249, H:61","GigE 631164 / 1/500S / Gain 70 /FR 52.0","110(39/146)",,,
,"28노4442","20180904180006124","C:\Img\2018\09\04\180006124S_4442.jpg","01","70",,"50(50)",,"1","284442","(739, 422), W:269, H:63","GigE 631164 / 1/500S / Gain 70 /FR 52.0","133(39/181)",,,
,"64부2699","20180904180026747","C:\Img\2018\09\04\180026747S_2699.jpg","01","85",,"51(51)",,"1","642699","(549, 462), W:249, H:63","GigE 631164 / 1/500S / Gain 70 /FR 52.0","123(44/159)",,,
,"55어8518","20180904180101072","C:\Img\2018\09\04\180101072S_8518.jpg","01","71",,"50(50)",,"1","558518","(607, 422), W:279, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","140(41/184)",,,
,"47오9187","20180904180107094","C:\Img\2018\09\04\180107094S_9187.jpg","01","58",,"51(51)",,"1","479187","(623, 464), W:275, H:67","GigE 631164 / 1/500S / Gain 70 /FR 52.0","148(46/190)",,,
,"24조0231","20180904180133791","C:\Img\2018\09\04\180133791S_0231.jpg","01","48",,"51(51)",,"1","240231","(577, 410), W:263, H:65","GigE 631164 / 1/500S / Gain 70 /FR 52.0","127(39/169)",,,
