일련번호,차량번호,통과시각,파일경로,CODE,인식타임,경차여부,바닥밝기,유효,선택,숫자번호,번호판영역,촬영정보,번호판밝기,전기차,전기차2
,"미인식","20181108181133446","C:\Img\2018\11\08\181133446S_XXXX.jpg","01","258",,"9","1","1",,,"1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"83부5200","20181108181530577","C:\Img\2018\11\08\181530577S_5200.jpg","01","93",,"10",,"1","835200","(21, 414), W:205, H:87","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"15버6981","20181108182440743","C:\Img\2018\11\08\182440743S_6981.jpg","01","131",,"11",,"1","156981","(223, 722), W:303, H:103","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"미인식","20181108183727613","C:\Img\2018\11\08\183727613S_XXXX.jpg","01","81",,"7","1","1",,,"1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"37서6695","20181108183746664","C:\Img\2018\11\08\183746664S_6695.jpg","01","59",,"8",,"1","376695","(273, 468), W:241, H:83","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"06머7398","20181108184312731","C:\Img\2018\11\08\184312731S_7398.jpg","01","46",,"7",,"1","067398","(299, 430), W:289, H:91","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"09조5918","20181108185644971","C:\Img\2018\11\08\185644971S_5918.jpg","01","139",,"15",,"1","095918","(69, 518), W:181, H:91","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"서울31자7928","20181108190248623","C:\Img\2018\11\08\190248623S_7928.jpg","01","66",,"15",,"1","317928","(282, 460), W:280, H:89","1200UM 12430549 / 1/500S / Gain 500 /",,,
,"01라7288","20181108191227345","C:\Img\2018\11\08\191227345S_7288.jpg","01","93",,"16",,"1","017288","(151, 484), W:207, H:83","1200UM 12430549 / 1/500S / Gain 500 /",,,
,"02서3085","20181108191811086","C:\Img\2018\11\08\191811086S_3085.jpg","01","52",,"19",,"1","023085","(223, 452), W:265, H:85","1200UM 12430549 / 1/500S / Gain 500 /",,,
,"48버0271","20181108204917013","C:\Img\2018\11\08\204917013S_0271.jpg","01","94",,"17",,"1","480271","(205, 482), W:189, H:87","1200UM 12430549 / 1/500S / Gain 500 /",,,
,"06모4542","20181108210455516","C:\Img\2018\11\08\210455516S_4542.jpg","01","64",,"16",,"1","064542","(255, 438), W:215, H:81","1200UM 12430549 / 1/500S / Gain 500 /",,,
,"미인식","20181108225754606","C:\Img\2018\11\08\225754606S_XXXX.jpg","01","262",,"22","1","1",,,"1200UM 12430549 / 1/500S / Gain 500 /",,,
,"63무4134","20181108225946978","C:\Img\2018\11\08\225946978S_4134.jpg","01","72",,"17",,"1","634134","(27, 504), W:221, H:89","1200UM 12430549 / 1/500S / Gain 500 /",,,
,"65마3176","20181109043746461","C:\Img\2018\11\09\043746461S_3176.jpg","01","50",,"21",,"1","653176","(235, 432), W:233, H:81","1200UM 12430549 / 1/500S / Gain 500 /",,,
,"미인식","20181109051327220","C:\Img\2018\11\09\051327220S_XXXX.jpg","01","91",,"24","1","1",,,"1200UM 12430549 / 1/500S / Gain 500 /",,,
,"45두9422","20181109055826745","C:\Img\2018\11\09\055826745S_9422.jpg","01","76",,"27",,"1","459422","(123, 562), W:259, H:91","1200UM 12430549 / 1/500S / Gain 500 /",,,
,"61어6265","20181109062415794","C:\Img\2018\11\09\062415794S_6265.jpg","01","54",,"26",,"1","616265","(189, 496), W:237, H:85","1200UM 12430549 / 1/500S / Gain 500 /",,,
,"49나9105","20181109064848036","C:\Img\2018\11\09\064848036S_9105.jpg","01","60",,"27",,"1","499105","(209, 484), W:233, H:87","1200UM 12430549 / 1/500S / Gain 500 /",,,
,"65도7648","20181109070546529","C:\Img\2018\11\09\070546529S_7648.jpg","01","77",,"10",,"1","657648","(253, 498), W:265, H:89","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"70누5717","20181109072239087","C:\Img\2018\11\09\072239087S_5717.jpg","01","100",,"14",,"1","705717","(203, 474), W:215, H:85","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"02오7826","20181109081124477","C:\Img\2018\11\09\081124477S_7826.jpg","01","57",,"12",,"1","027826","(175, 493), W:185, H:136","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"미인식","20181109081243563","C:\Img\2018\11\09\081243563S_XXXX.jpg","01","189",,"14","1","1",,,"1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"06머7398","20181109081631362","C:\Img\2018\11\09\081631362S_7398.jpg","01","49",,"11",,"1","067398","(153, 474), W:291, H:93","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"33보9221","20181109082713602","C:\Img\2018\11\09\082713602S_9221.jpg","01","81",,"12",,"1","339221","(199, 524), W:241, H:93","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"02서3085","20181109083057703","C:\Img\2018\11\09\083057703S_3085.jpg","01","46",,"13",,"1","023085","(223, 454), W:255, H:87","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"61어6443","20181109083130128","C:\Img\2018\11\09\083130128S_6443.jpg","01","87",,"13",,"1","616443","(63, 540), W:245, H:91","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"65마3176","20181109083635637","C:\Img\2018\11\09\083635637S_3176.jpg","01","75",,"12",,"1","653176","(153, 460), W:221, H:83","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"미인식","20181109083649098","C:\Img\2018\11\09\083649098S_XXXX.jpg","01","255",,"19","1","1",,,"1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"34모1807","20181109083710962","C:\Img\2018\11\09\083710962S_1807.jpg","01","58",,"15",,"1","341807","(459, 468), W:345, H:97","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"서울31자7928","20181109083741952","C:\Img\2018\11\09\083741952S_7928.jpg","01","81",,"13",,"1","317928","(324, 442), W:302, H:91","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"미인식","20181109084708330","C:\Img\2018\11\09\084708330S_XXXX.jpg","01","69",,"16","1","1",,,"1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"83거5260","20181109094215520","C:\Img\2018\11\09\094215520S_5260.jpg","01","69",,"15",,"1","835260","(103, 420), W:161, H:89","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"06머7398","20181109101303499","C:\Img\2018\11\09\101303499S_7398.jpg","01","50",,"28",,"1","067398","(303, 424), W:317, H:97","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"62모5118","20181109102015745","C:\Img\2018\11\09\102015745S_5118.jpg","01","120",,"13",,"1","625118","(235, 498), W:217, H:85","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"32노6338","20181109102432099","C:\Img\2018\11\09\102432099S_6338.jpg","01","72",,"38",,"1","326338","(107, 432), W:257, H:91","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"23고7123","20181109103231651","C:\Img\2018\11\09\103231651S_7123.jpg","01","54",,"17",,"1","237123","(81, 436), W:189, H:81","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"14허6594","20181109111100477","C:\Img\2018\11\09\111100477S_6594.jpg","01","107",,"53",,"1","146594","(27, 558), W:225, H:91","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"18루4130","20181109112327269","C:\Img\2018\11\09\112327269S_4130.jpg","01","43",,"48",,"1","184130","(253, 456), W:245, H:85","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"40너1237","20181109112439709","C:\Img\2018\11\09\112439709S_1237.jpg","01","88",,"58",,"1","401237","(57, 546), W:219, H:93","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"02서3085","20181109114730640","C:\Img\2018\11\09\114730640S_3085.jpg","01","52",,"58",,"1","023085","(199, 442), W:229, H:83","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"미인식","20181109120002802","C:\Img\2018\11\09\120002802S_XXXX.jpg","01","374",,"70","1","1",,,"1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"미인식","20181109122454148","C:\Img\2018\11\09\122454148S_XXXX.jpg","01","269",,"81","1","1",,,"1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"미인식","20181109130326812","C:\Img\2018\11\09\130326812S_XXXX.jpg","01","315",,"17","1","1",,,"1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"83부5200","20181109130510799","C:\Img\2018\11\09\130510799S_5200.jpg","01","70",,"16",,"1","835200","(14, 426), W:190, H:87","1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"06부5849","20181109131002761","C:\Img\2018\11\09\131002761S_5849.jpg","01","51",,"15",,"1","065849","(209, 428), W:225, H:85","1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"14허7475","20181109131025598","C:\Img\2018\11\09\131025598S_7475.jpg","01","227",,"18",,"1","147475","(135, 492), W:229, H:87","1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"미인식","20181109131900844","C:\Img\2018\11\09\131900844S_XXXX.jpg","01","246",,"14","1","1",,,"1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"10루3775","20181109133140706","C:\Img\2018\11\09\133140706S_3775.jpg","01","108",,"14",,"1","103775","(201, 480), W:207, H:85","1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"43거2106","20181109135935589","C:\Img\2018\11\09\135935589S_2106.jpg","01","64",,"18",,"1","432106","(47, 502), W:171, H:89","1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"19누6941","20181109140156001","C:\Img\2018\11\09\140156001S_6941.jpg","01","111",,"17",,"1","196941","(65, 518), W:199, H:95","1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"미인식","20181109143906815","C:\Img\2018\11\09\143906815S_XXXX.jpg","01","182",,"18","1","1",,,"1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"미인식","20181109144204297","C:\Img\2018\11\09\144204297S_XXXX.jpg","01","177",,"20","1","1",,,"1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"55로4382","20181109144239089","C:\Img\2018\11\09\144239089S_4382.jpg","01","73",,"19",,"1","554382","(269, 434), W:229, H:83","1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"40하8700","20181109145425967","C:\Img\2018\11\09\145425967S_8700.jpg","01","56",,"19",,"1","408700","(197, 502), W:223, H:87","1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"미인식","20181109151559136","C:\Img\2018\11\09\151559136S_XXXX.jpg","01","127",,"15","1","1",,,"1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"미인식","20181109154236309","C:\Img\2018\11\09\154236309S_XXXX.jpg","01","90",,"9","1","1",,,"1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"27보2628","20181109155746000","C:\Img\2018\11\09\155746000S_2628.jpg","01","61",,"10",,"1","272628","(323, 488), W:313, H:91","1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"57하1691","20181109160038322","C:\Img\2018\11\09\160038322S_1691.jpg","01","60",,"9",,"1","571691","(431, 470), W:241, H:83","1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"미인식","20181109160108254","C:\Img\2018\11\09\160108254S_XXXX.jpg","01","150",,"7","1","1",,,"1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"67호2327","20181109160410596","C:\Img\2018\11\09\160410596S_2327.jpg","01","101",,"20",,"1","672327","(299, 604), W:331, H:101","1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"31다8000","20181109160727904","C:\Img\2018\11\09\160727904S_8000.jpg","01","83",,"7",,"1","318000","(191, 270), W:205, H:91","1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"37다8000","20181109160759943","C:\Img\2018\11\09\160759943S_8000.jpg","01","64",,"8",,"1","378000","(453, 222), W:303, H:105","1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"미인식","20181109162055414","C:\Img\2018\11\09\162055414S_XXXX.jpg","01","103",,"12","1","1",,,"1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"59로3413","20181109170103280","C:\Img\2018\11\09\170103280S_3413.jpg","01","66",,"9",,"1","593413","(149, 438), W:201, H:83","1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"미인식","20181109170308898","C:\Img\2018\11\09\170308898S_XXXX.jpg","01","538",,"9","1","1",,,"1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"46호9739","20181109171051635","C:\Img\2018\11\09\171051635S_9739.jpg","01","66",,"8",,"1","469739","(343, 520), W:257, H:87","1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"58로8086","20181109171242201","C:\Img\2018\11\09\171242201S_8086.jpg","01","51",,"7",,"1","588086","(195, 492), W:231, H:89","1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"미인식","20181109171617614","C:\Img\2018\11\09\171617614S_XXXX.jpg","01","203",,"6","1","1",,,"1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"20머6373","20181109171836694","C:\Img\2018\11\09\171836694S_6373.jpg","01","80",,"7",,"1","206373","(175, 504), W:195, H:87","1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"미인식","20181109171903744","C:\Img\2018\11\09\171903744S_XXXX.jpg","01","248",,"9","1","1",,,"1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"미인식","20181109175250024","C:\Img\2018\11\09\175250024S_XXXX.jpg","01","266",,"7","1","1",,,"1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"미인식","20181109180943056","C:\Img\2018\11\09\180943056S_XXXX.jpg","01","434",,"8","1","1",,,"1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"01라7288","20181109181327285","C:\Img\2018\11\09\181327285S_7288.jpg","01","73",,"7",,"1","017288","(265, 454), W:221, H:83","1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"23저9999","20181109181403668","C:\Img\2018\11\09\181403668S_9999.jpg","01","66",,"7",,"1","239999","(445, 464), W:269, H:85","1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"미인식","20181109181640680","C:\Img\2018\11\09\181640680S_XXXX.jpg","01","513",,"8","1","1",,,"1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"15버6981","20181109182043789","C:\Img\2018\11\09\182043789S_6981.jpg","01","51",,"8",,"1","156981","(553, 590), W:315, H:83","1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"14하6319","20181109185232707","C:\Img\2018\11\09\185232707S_6319.jpg","01","233",,"9",,"1","146319","(77, 558), W:235, H:95","1200UM 12430549 / 1/2000S / Gain 500 /",,,
,"26보0166","20181109190502031","C:\Img\2018\11\09\190502031S_0166.jpg","01","42",,"28",,"1","260166","(271, 492), W:233, H:85","1200UM 12430549 / 1/500S / Gain 500 /",,,
,"30부3898","20181109191442344","C:\Img\2018\11\09\191442344S_3898.jpg","01","96",,"22",,"1","303898","(205, 458), W:213, H:85","1200UM 12430549 / 1/500S / Gain 500 /",,,
,"02서3085","20181109192204523","C:\Img\2018\11\09\192204523S_3085.jpg","01","64",,"23",,"1","023085","(185, 440), W:223, H:85","1200UM 12430549 / 1/500S / Gain 500 /",,,
,"09어0186","20181109195545642","C:\Img\2018\11\09\195545642S_0186.jpg","01","137",,"26",,"1","090186","(181, 536), W:249, H:83","1200UM 12430549 / 1/500S / Gain 500 /",,,
,"04누1118","20181109200048958","C:\Img\2018\11\09\200048958S_1118.jpg","01","110",,"25",,"1","041118","(273, 568), W:187, H:87","1200UM 12430549 / 1/500S / Gain 500 /",,,
,"미인식","20181109201409802","C:\Img\2018\11\09\201409802S_XXXX.jpg","01","146",,"19","1","1",,,"1200UM 12430549 / 1/500S / Gain 500 /",,,
,"18오6333","20181109201449710","C:\Img\2018\11\09\201449710S_6333.jpg","01","56",,"22",,"1","186333","(479, 426), W:359, H:103","1200UM 12430549 / 1/500S / Gain 500 /",,,
,"미인식","20181109202057061","C:\Img\2018\11\09\202057061S_XXXX.jpg","01","194",,"25","1","1",,,"1200UM 12430549 / 1/500S / Gain 500 /",,,
,"미인식","20181109204612223","C:\Img\2018\11\09\204612223S_XXXX.jpg","01","123",,"24","1","1",,,"1200UM 12430549 / 1/500S / Gain 500 /",,,
,"06머7398","20181109212749151","C:\Img\2018\11\09\212749151S_7398.jpg","01","68",,"42",,"1","067398","(235, 442), W:305, H:95","1200UM 12430549 / 1/500S / Gain 500 /",,,
,"미인식","20181109215018699","C:\Img\2018\11\09\215018699S_XXXX.jpg","01","75",,"27","1","1",,,"1200UM 12430549 / 1/500S / Gain 500 /",,,
,"06머7398","20181109215726472","C:\Img\2018\11\09\215726472S_7398.jpg","01","40",,"22",,"1","067398","(223, 444), W:287, H:91","1200UM 12430549 / 1/500S / Gain 500 /",,,
,"54고8586","20181109221525732","C:\Img\2018\11\09\221525732S_8586.jpg","01","106",,"43",,"1","548586","(43, 498), W:201, H:87","1200UM 12430549 / 1/500S / Gain 500 /",,,
,"65마3176","20181110053118646","C:\Img\2018\11\10\053118646S_3176.jpg","01","65",,"21",,"1","653176","(233, 424), W:207, H:79","1200UM 12430549 / 1/500S / Gain 500 /",,,
,"45두9422","20181110054532644","C:\Img\2018\11\10\054532644S_9422.jpg","01","41",,"28",,"1","459422","(275, 538), W:267, H:85","1200UM 12430549 / 1/500S / Gain 500 /",,,
,"40부3014","20181110054724630","C:\Img\2018\11\10\054724630S_3014.jpg","01","61",,"25",,"1","403014","(231, 436), W:223, H:83","1200UM 12430549 / 1/500S / Gain 500 /",,,
,"02오7826","20181110061937286","C:\Img\2018\11\10\061937286S_7826.jpg","01","121",,"24",,"1","027826","(73, 517), W:149, H:134","1200UM 12430549 / 1/500S / Gain 500 /",,,
,"미인식","20181110062938327","C:\Img\2018\11\10\062938327S_XXXX.jpg","01","418",,"25","1","1",,,"1200UM 12430549 / 1/500S / Gain 500 /",,,
,"미인식","20181110063557591","C:\Img\2018\11\10\063557591S_XXXX.jpg","01","94",,"24","1","1",,,"1200UM 12430549 / 1/500S / Gain 500 /",,,
,"10무6375","20181110063649283","C:\Img\2018\11\10\063649283S_6375.jpg","01","78",,"22",,"1","106375","(93, 530), W:243, H:85","1200UM 12430549 / 1/500S / Gain 500 /",,,
,"30오6242","20181110063926209","C:\Img\2018\11\10\063926209S_6242.jpg","01","71",,"25",,"1","306242","(327, 546), W:261, H:85","1200UM 12430549 / 1/500S / Gain 500 /",,,
,"59로3413","20181110070612067","C:\Img\2018\11\10\070612067S_3413.jpg","01","46",,"14",,"1","593413","(139, 442), W:205, H:85","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"미인식","20181110073300593","C:\Img\2018\11\10\073300593S_XXXX.jpg","01","102",,"13","1","1",,,"1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"61어6265","20181110074123840","C:\Img\2018\11\10\074123840S_6265.jpg","01","71",,"13",,"1","616265","(153, 496), W:231, H:85","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"서울31자7928","20181110074831614","C:\Img\2018\11\10\074831614S_7928.jpg","01","78",,"13",,"1","317928","(257, 468), W:291, H:91","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"52부1969","20181110080933646","C:\Img\2018\11\10\080933646S_1969.jpg","01","67",,"14",,"1","521969","(49, 352), W:189, H:87","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"62모5118","20181110081045851","C:\Img\2018\11\10\081045851S_5118.jpg","01","113",,"13",,"1","625118","(227, 500), W:203, H:85","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"83거5260","20181110081855552","C:\Img\2018\11\10\081855552S_5260.jpg","01","61",,"15",,"1","835260","(643, 352), W:312, H:113","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"02오7826","20181110082810965","C:\Img\2018\11\10\082810965S_7826.jpg","01","112",,"14",,"1","027826","(119, 506), W:171, H:135","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"61어6443","20181110083653651","C:\Img\2018\11\10\083653651S_6443.jpg","01","83",,"16",,"1","616443","(93, 498), W:243, H:85","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"36머2096","20181110095447720","C:\Img\2018\11\10\095447720S_2096.jpg","01","60",,"23",,"1","362096","(33, 532), W:203, H:83","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"13허7411","20181110100833378","C:\Img\2018\11\10\100833378S_7411.jpg","01","53",,"21",,"1","137411","(131, 524), W:215, H:87","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"02로9708","20181110100947821","C:\Img\2018\11\10\100947821S_9708.jpg","01","71",,"19",,"1","029708","(175, 516), W:189, H:135","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"55가4187","20181110103918391","C:\Img\2018\11\10\103918391S_4187.jpg","01","64",,"18",,"1","554187","(191, 424), W:249, H:87","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"30무9321","20181110111340194","C:\Img\2018\11\10\111340194S_9321.jpg","01","87",,"41",,"1","309321","(55, 524), W:205, H:89","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"66조3068","20181110111910690","C:\Img\2018\11\10\111910690S_3068.jpg","01","99",,"38",,"1","663068","(77, 490), W:233, H:83","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"02오7826","20181110112049499","C:\Img\2018\11\10\112049499S_7826.jpg","01","84",,"42",,"1","027826","(187, 489), W:193, H:136","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"34모1807","20181110112354467","C:\Img\2018\11\10\112354467S_1807.jpg","01","122",,"49",,"1","341807","(59, 518), W:209, H:89","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"미인식","20181110113412379","C:\Img\2018\11\10\113412379S_XXXX.jpg","01","233",,"43","1","1",,,"1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"59더7742","20181110114301127","C:\Img\2018\11\10\114301127S_7742.jpg","01","55",,"48",,"1","597742","(495, 434), W:273, H:85","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"65저8713","20181110114509768","C:\Img\2018\11\10\114509768S_8713.jpg","01","213",,"49",,"1","658713","(101, 544), W:237, H:95","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"56루0994","20181110120313280","C:\Img\2018\11\10\120313280S_0994.jpg","01","104",,"48",,"1","560994","(339, 482), W:251, H:85","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"55로4382","20181110120843818","C:\Img\2018\11\10\120843818S_4382.jpg","01","89",,"55",,"1","554382","(291, 436), W:263, H:85","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"47마7917","20181110120956902","C:\Img\2018\11\10\120956902S_7917.jpg","01","56",,"57",,"1","477917","(243, 510), W:255, H:85","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"49나9105","20181110123659636","C:\Img\2018\11\10\123659636S_9105.jpg","01","104",,"41",,"1","499105","(123, 512), W:217, H:93","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"서울31아6902","20181110134103627","C:\Img\2018\11\10\134103627S_6902.jpg","01","120",,"23",,"1","316902","(244, 486), W:270, H:85","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"미인식","20181110134456415","C:\Img\2018\11\10\134456415S_XXXX.jpg","01","123",,"23","1","1",,,"1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"22다9791","20181110134909887","C:\Img\2018\11\10\134909887S_9791.jpg","01","47",,"24",,"1","229791","(201, 516), W:247, H:93","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"01나6925","20181110135422020","C:\Img\2018\11\10\135422020S_6925.jpg","01","72",,"20",,"1","016925","(515, 414), W:369, H:105","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"59더7742","20181110151808823","C:\Img\2018\11\10\151808823S_7742.jpg","01","48",,"22",,"1","597742","(435, 444), W:269, H:85","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"12소9011","20181110151934920","C:\Img\2018\11\10\151934920S_9011.jpg","01","76",,"21",,"1","129011","(49, 514), W:179, H:85","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"36마7467","20181110152122519","C:\Img\2018\11\10\152122519S_7467.jpg","01","117",,"21",,"1","367467","(65, 425), W:151, H:136","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"미인식","20181110161312102","C:\Img\2018\11\10\161312102S_XXXX.jpg","01","138",,"15","1","1",,,"1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"19소6480","20181110164026131","C:\Img\2018\11\10\164026131S_6480.jpg","01","134",,"15",,"1","196480","(97, 524), W:189, H:87","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"미인식","20181110181427606","C:\Img\2018\11\10\181427606S_XXXX.jpg","01","202",,"12","1","1",,,"1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"31수9176","20181110183003830","C:\Img\2018\11\10\183003830S_9176.jpg","01","66",,"11",,"1","319176","(189, 510), W:241, H:85","1200UM 12430549 / 1/1500S / Gain 500 /",,,
,"59우9971","20181110192611787","C:\Img\2018\11\10\192611787S_9971.jpg","01","57",,"24",,"1","599971","(145, 346), W:159, H:137","1200UM 12430549 / 1/500S / Gain 500 /",,,
,"38우0457","20181110192619313","C:\Img\2018\11\10\192619313S_0457.jpg","01","85",,"33",,"1","380457","(313, 538), W:171, H:87","1200UM 12430549 / 1/500S / Gain 500 /",,,
,"56루0994","20181110195255884","C:\Img\2018\11\10\195255884S_0994.jpg","01","74",,"25",,"1","560994","(341, 502), W:269, H:85","1200UM 12430549 / 1/500S / Gain 500 /",,,
,"53두2678","20181110200800499","C:\Img\2018\11\10\200800499S_2678.jpg","01","76",,"25",,"1","532678","(281, 526), W:251, H:91","1200UM 12430549 / 1/500S / Gain 500 /",,,
,"미인식","20181110202910573","C:\Img\2018\11\10\202910573S_XXXX.jpg","01","217",,"27","1","1",,,"1200UM 12430549 / 1/500S / Gain 500 /",,,
,"미인식","20181110210504792","C:\Img\2018\11\10\210504792S_XXXX.jpg","01","176",,"27","1","1",,,"1200UM 12430549 / 1/500S / Gain 500 /",,,
,"38마9544","20181110215523589","C:\Img\2018\11\10\215523589S_9544.jpg","01","88",,"21",,"1","389544","(121, 492), W:187, H:85","1200UM 12430549 / 1/500S / Gain 500 /",,,
,"19가9491","20181110224404205","C:\Img\2018\11\10\224404205S_9491.jpg","01","68",,"20",,"1","199491","(63, 546), W:197, H:91","1200UM 12430549 / 1/500S / Gain 500 /",,,
,"미인식","20181110230502323","C:\Img\2018\11\10\230502323S_XXXX.jpg","01","267",,"26","1","1",,,"1200UM 12430549 / 1/500S / Gain 500 /",,,
,"미인식","20181110233213555","C:\Img\2018\11\10\233213555S_XXXX.jpg","01","187",,"29","1","1",,,"1200UM 12430549 / 1/500S / Gain 500 /",,,
,"미인식","20181110234557063","C:\Img\2018\11\10\234557063S_XXXX.jpg","01","209",,"24","1","1",,,"1200UM 12430549 / 1/500S / Gain 500 /",,,
,"33보9221","20181111042419025","C:\Img\2018\11\11\042419025S_9221.jpg","01","112",,"24",,"1","339221","(79, 522), W:191, H:89","1200UM 12430549 / 1/500S / Gain 500 /",,,
,"서울46머9281","20181111053042127","C:\Img\2018\11\11\053042127S_9281.jpg","01","106",,"24",,"1","469281","(290, 457), W:174, H:134","1200UM 12430549 / 1/500S / Gain 500 /",,,
,"미인식","20181111053856557","C:\Img\2018\11\11\053856557S_XXXX.jpg","01","272",,"26","1","1",,,"1200UM 12430549 / 1/500S / Gain 500 /",,,
,"미인식","20181111055556598","C:\Img\2018\11\11\055556598S_XXXX.jpg","01","183",,"30","1","1",,,"1200UM 12430549 / 1/500S / Gain 500 /",,,
,"45두9422","20181111060151392","C:\Img\2018\11\11\060151392S_9422.jpg","01","42",,"27",,"1","459422","(221, 534), W:253, H:87","1200UM 12430549 / 1/500S / Gain 500 /",,,
