일련번호,차량번호,통과시각,파일경로,CODE,인식타임,경차여부,바닥밝기,유효,선택,숫자번호
,"46하3943","20181106095934171","C:\Img\2018\11\06\095934171S_3943.jpg","01","68",,"3",,"1","463943"
,"40너3690","20181106101852593","C:\Img\2018\11\06\101852593S_3690.jpg","01","65",,"4",,"1","403690"
,"37소6600","20181106104349531","C:\Img\2018\11\06\104349531S_6600.jpg","01","54",,"4",,"1","376600"
,"53보3941","20181106104947781","C:\Img\2018\11\06\104947781S_3941.jpg","01","69",,"4",,"1","533941"
,"07나0112","20181106110559468","C:\Img\2018\11\06\110559468S_0112.jpg","01","54",,"3",,"1","070112"
,"경기51러9101","20181106110842625","C:\Img\2018\11\06\110842625S_9101.jpg","01","242",,"4",,"1","519101"
,"42무1452","20181106111018906","C:\Img\2018\11\06\111018906S_1452.jpg","01","72",,"4",,"1","421452"
,"39보8578","20181106111144359","C:\Img\2018\11\06\111144359S_8578.jpg","01","45",,"3",,"1","398578"
,"68하1492","20181106111432906","C:\Img\2018\11\06\111432906S_1492.jpg","01","104",,"3",,"1","681492"
,"27호2039","20181106112011093","C:\Img\2018\11\06\112011093S_2039.jpg","01","91",,"5",,"1","272039"
,"29오7323","20181106114547234","C:\Img\2018\11\06\114547234S_7323.jpg","01","85",,"4",,"1","297323"
,"경기51러9101","20181106114812453","C:\Img\2018\11\06\114812453S_9101.jpg","01","122",,"4",,"1","519101"
,"37더2877","20181106120100671","C:\Img\2018\11\06\120100671S_2877.jpg","01","76",,"3",,"1","372877"
,"69호9014","20181106120612609","C:\Img\2018\11\06\120612609S_9014.jpg","01","73",,"4",,"1","699014"
,"67하1692","20181106120750640","C:\Img\2018\11\06\120750640S_1692.jpg","01","53",,"3",,"1","671692"
,"40하6494","20181106121357859","C:\Img\2018\11\06\121357859S_6494.jpg","01","67",,"4",,"1","406494"
,"20하4451","20181106121746312","C:\Img\2018\11\06\121746312S_4451.jpg","01","70",,"5",,"1","204451"
,"49거0469","20181106123107718","C:\Img\2018\11\06\123107718S_0469.jpg","01","69",,"3",,"1","490469"
,"19도2992","20181106123211531","C:\Img\2018\11\06\123211531S_2992.jpg","01","61",,"3",,"1","192992"
,"71하9919","20181106123216765","C:\Img\2018\11\06\123216765S_9919.jpg","01","55",,"3",,"1","719919"
,"52나4254","20181106123345562","C:\Img\2018\11\06\123345562S_4254.jpg","01","54",,"3",,"1","524254"
,"35우2622","20181106125501546","C:\Img\2018\11\06\125501546S_2622.jpg","01","46",,"3",,"1","352622"
,"63라0270","20181106130028578","C:\Img\2018\11\06\130028578S_0270.jpg","01","75",,"5",,"1","630270"
,"55나6209","20181106130619718","C:\Img\2018\11\06\130619718S_6209.jpg","01","80",,"4",,"1","556209"
,"02구5049","20181106131633843","C:\Img\2018\11\06\131633843S_5049.jpg","01","197",,"4",,"1","025049"
,"52하8900","20181106132311187","C:\Img\2018\11\06\132311187S_8900.jpg","01","61",,"4",,"1","528900"
,"66조0504","20181106134437890","C:\Img\2018\11\06\134437890S_0504.jpg","01","52",,"3",,"1","660504"
,"63호2284","20181106135752718","C:\Img\2018\11\06\135752718S_2284.jpg","01","69",,"4",,"1","632284"
,"64노4405","20181106135809046","C:\Img\2018\11\06\135809046S_4405.jpg","01","53",,"3",,"1","644405"
,"03서1310","20181106140220656","C:\Img\2018\11\06\140220656S_1310.jpg","01","63",,"3",,"1","031310"
,"30오9980","20181106142030328","C:\Img\2018\11\06\142030328S_9980.jpg","01","52",,"3",,"1","309980"
,"XXXX7800","20181106142104687","C:\Img\2018\11\06\142104687S_7800.jpg","01","143",,"3","1","1","7800"
,"69호1682","20181106143141390","C:\Img\2018\11\06\143141390S_1682.jpg","01","63",,"4",,"1","691682"
,"07라3663","20181106143814500","C:\Img\2018\11\06\143814500S_3663.jpg","01","118",,"4",,"1","073663"
,"36마3366","20181106152343875","C:\Img\2018\11\06\152343875S_3366.jpg","01","64",,"5",,"1","363366"
,"54머7694","20181106152402640","C:\Img\2018\11\06\152402640S_7694.jpg","01","61",,"4",,"1","547694"
,"20하8327","20181106154138312","C:\Img\2018\11\06\154138312S_8327.jpg","01","65",,"4",,"1","208327"
,"14호2188","20181106155100859","C:\Img\2018\11\06\155100859S_2188.jpg","01","80",,"4",,"1","142188"
,"60라1078","20181106160140140","C:\Img\2018\11\06\160140140S_1078.jpg","01","69",,"4",,"1","601078"
,"08호2556","20181106161229312","C:\Img\2018\11\06\161229312S_2556.jpg","01","51",,"6",,"1","082556"
,"67하4727","20181106161636937","C:\Img\2018\11\06\161636937S_4727.jpg","01","71",,"3",,"1","674727"
,"66하2483","20181106162346484","C:\Img\2018\11\06\162346484S_2483.jpg","01","82",,"4",,"1","662483"
,"46호1740","20181106162645343","C:\Img\2018\11\06\162645343S_1740.jpg","01","62",,"4",,"1","461740"
,"67수6782","20181106163548171","C:\Img\2018\11\06\163548171S_6782.jpg","01","60",,"3",,"1","676782"
,"46호1740","20181106164619093","C:\Img\2018\11\06\164619093S_1740.jpg","01","63",,"4",,"1","461740"
,"56보1261","20181106170830078","C:\Img\2018\11\06\170830078S_1261.jpg","01","69",,"8",,"1","561261"
,"46주8840","20181106171122687","C:\Img\2018\11\06\171122687S_8840.jpg","01","54",,"4",,"1","468840"
,"66조3422","20181106172234812","C:\Img\2018\11\06\172234812S_3422.jpg","01","82",,"4",,"1","663422"
,"51가1768","20181106172240640","C:\Img\2018\11\06\172240640S_1768.jpg","01","61",,"4",,"1","511768"
,"68호4057","20181106172637968","C:\Img\2018\11\06\172637968S_4057.jpg","01","75",,"4",,"1","684057"
,"37더2877","20181106173520328","C:\Img\2018\11\06\173520328S_2877.jpg","01","60",,"3",,"1","372877"
,"19도2992","20181106175953859","C:\Img\2018\11\06\175953859S_2992.jpg","01","57",,"3",,"1","192992"
,"36마3366","20181106180313125","C:\Img\2018\11\06\180313125S_3366.jpg","01","52",,"4",,"1","363366"
,"61고5104","20181106180619484","C:\Img\2018\11\06\180619484S_5104.jpg","01","74",,"4",,"1","615104"
,"49거0469","20181106180740781","C:\Img\2018\11\06\180740781S_0469.jpg","01","67",,"3",,"1","490469"
,"13소9704","20181106181001437","C:\Img\2018\11\06\181001437S_9704.jpg","01","65",,"4",,"1","139704"
,"01고0279","20181106181638546","C:\Img\2018\11\06\181638546S_0279.jpg","01","59",,"3",,"1","010279"
,"27호2039","20181106183609218","C:\Img\2018\11\06\183609218S_2039.jpg","01","64",,"5",,"1","272039"
,"XXXX5241","20181106184228734","C:\Img\2018\11\06\184228734S_5241.jpg","01","228",,"4","1","1","5241"
,"07노7269","20181106184256421","C:\Img\2018\11\06\184256421S_7269.jpg","01","63",,"3",,"1","077269"
,"01우1448","20181106184653921","C:\Img\2018\11\06\184653921S_1448.jpg","01","88",,"5",,"1","011448"
,"60라1078","20181106184756515","C:\Img\2018\11\06\184756515S_1078.jpg","01","73",,"4",,"1","601078"
,"64노4405","20181106185222078","C:\Img\2018\11\06\185222078S_4405.jpg","01","57",,"3",,"1","644405"
,"06구8712","20181106190313937","C:\Img\2018\11\06\190313937S_8712.jpg","01","58",,"8",,"1","068712"
,"11노3534","20181106190601718","C:\Img\2018\11\06\190601718S_3534.jpg","01","81",,"7",,"1","113534"
,"35누7523","20181106190719953","C:\Img\2018\11\06\190719953S_7523.jpg","01","56",,"7",,"1","357523"
,"03서1310","20181106190806468","C:\Img\2018\11\06\190806468S_1310.jpg","01","58",,"5",,"1","031310"
,"37소6600","20181106191130218","C:\Img\2018\11\06\191130218S_6600.jpg","01","72",,"6",,"1","376600"
,"14가7137","20181106191238046","C:\Img\2018\11\06\191238046S_7137.jpg","01","51",,"8",,"1","147137"
,"72허1927","20181106191631734","C:\Img\2018\11\06\191631734S_1927.jpg","01","53",,"8",,"1","721927"
,"15무0234","20181106200434453","C:\Img\2018\11\06\200434453S_0234.jpg","01","49",,"5",,"1","150234"
,"42무1452","20181106201019828","C:\Img\2018\11\06\201019828S_1452.jpg","01","58",,"5",,"1","421452"
,"12라0587","20181106201927968","C:\Img\2018\11\06\201927968S_0587.jpg","01","92",,"6",,"1","120587"
,"12구4312","20181106205443937","C:\Img\2018\11\06\205443937S_4312.jpg","01","55",,"7",,"1","124312"
,"13버5875","20181106211543031","C:\Img\2018\11\06\211543031S_5875.jpg","01","86",,"7",,"1","135875"
,"36우2138","20181106221703515","C:\Img\2018\11\06\221703515S_2138.jpg","01","64",,"6",,"1","362138"
,"14허5885","20181106221708593","C:\Img\2018\11\06\221708593S_5885.jpg","01","115",,"6",,"1","145885"
,"23서8410","20181106222204234","C:\Img\2018\11\06\222204234S_8410.jpg","01","74",,"7",,"1","238410"
,"51루7716","20181106222519984","C:\Img\2018\11\06\222519984S_7716.jpg","01","89",,"5",,"1","517716"
,"07라3663","20181106222524062","C:\Img\2018\11\06\222524062S_3663.jpg","01","190",,"7",,"1","073663"
,"52마9211","20181107093655093","C:\Img\2018\11\07\093655093S_9211.jpg","01","126",,"3",,"1","529211"
,"07라3663","20181107094318640","C:\Img\2018\11\07\094318640S_3663.jpg","01","152",,"6",,"1","073663"
,"01우1448","20181107102049421","C:\Img\2018\11\07\102049421S_1448.jpg","01","79",,"5",,"1","011448"
,"37나9561","20181107102103359","C:\Img\2018\11\07\102103359S_9561.jpg","01","46",,"4",,"1","379561"
,"40너3690","20181107102209171","C:\Img\2018\11\07\102209171S_3690.jpg","01","53",,"4",,"1","403690"
,"63호3219","20181107104052703","C:\Img\2018\11\07\104052703S_3219.jpg","01","74",,"4",,"1","633219"
,"20하4525","20181107104125312","C:\Img\2018\11\07\104125312S_4525.jpg","01","72",,"5",,"1","204525"
,"51가1768","20181107104305093","C:\Img\2018\11\07\104305093S_1768.jpg","01","81",,"4",,"1","511768"
,"46주4157","20181107104951171","C:\Img\2018\11\07\104951171S_4157.jpg","01","66",,"4",,"1","464157"
,"63호2293","20181107105201828","C:\Img\2018\11\07\105201828S_2293.jpg","01","84",,"4",,"1","632293"
,"경기51러9101","20181107105731828","C:\Img\2018\11\07\105731828S_9101.jpg","01","173",,"4",,"1","519101"
,"20하7087","20181107105929156","C:\Img\2018\11\07\105929156S_7087.jpg","01","58",,"4",,"1","207087"
,"61고5104","20181107110524000","C:\Img\2018\11\07\110524000S_5104.jpg","01","93",,"3",,"1","615104"
,"미인식","20181107111751031","C:\Img\2018\11\07\111751031S_XXXX.jpg","01","389",,"4","1","1",
,"미인식","20181107111754250","C:\Img\2018\11\07\111754250S_XXXX.jpg","01","370",,"4","1","1",
,"미인식","20181107111755593","C:\Img\2018\11\07\111755593S_XXXX.jpg","01","320",,"4","1","1",
,"미인식","20181107111757640","C:\Img\2018\11\07\111757640S_XXXX.jpg","01","366",,"4","1","1",
,"미인식","20181107111800562","C:\Img\2018\11\07\111800562S_XXXX.jpg","01","311",,"4","1","1",
,"미인식","20181107111803078","C:\Img\2018\11\07\111803078S_XXXX.jpg","01","203",,"4","1","1",
,"미인식","20181107112044859","C:\Img\2018\11\07\112044859S_XXXX.jpg","01","317",,"4","1","1",
,"미인식","20181107112046781","C:\Img\2018\11\07\112046781S_XXXX.jpg","01","396",,"4","1","1",
,"미인식","20181107112047937","C:\Img\2018\11\07\112047937S_XXXX.jpg","01","282",,"4","1","1",
,"미인식","20181107112048843","C:\Img\2018\11\07\112048843S_XXXX.jpg","01","269",,"4","1","1",
,"미인식","20181107112051281","C:\Img\2018\11\07\112051281S_XXXX.jpg","01","364",,"4","1","1",
,"미인식","20181107112053875","C:\Img\2018\11\07\112053875S_XXXX.jpg","01","265",,"4","1","1",
,"미인식","20181107112224593","C:\Img\2018\11\07\112224593S_XXXX.jpg","01","146",,"4","1","1",
,"미인식","20181107112226156","C:\Img\2018\11\07\112226156S_XXXX.jpg","01","240",,"3","1","1",
,"미인식","20181107112230359","C:\Img\2018\11\07\112230359S_XXXX.jpg","01","148",,"3","1","1",
,"미인식","20181107112237656","C:\Img\2018\11\07\112237656S_XXXX.jpg","01","140",,"3","1","1",
,"미인식","20181107112301875","C:\Img\2018\11\07\112301875S_XXXX.jpg","01","142",,"3","1","1",
,"67수6782","20181107113015468","C:\Img\2018\11\07\113015468S_6782.jpg","01","47",,"3",,"1","676782"
,"58호1747","20181107113049953","C:\Img\2018\11\07\113049953S_1747.jpg","01","64",,"4",,"1","581747"
,"45수6063","20181107114239406","C:\Img\2018\11\07\114239406S_6063.jpg","01","74",,"4",,"1","456063"
,"39보8578","20181107114446171","C:\Img\2018\11\07\114446171S_8578.jpg","01","55",,"3",,"1","398578"
,"37더2877","20181107115531703","C:\Img\2018\11\07\115531703S_2877.jpg","01","68",,"3",,"1","372877"
,"55나6209","20181107120806453","C:\Img\2018\11\07\120806453S_6209.jpg","01","88",,"4",,"1","556209"
,"46부1157","20181107121017531","C:\Img\2018\11\07\121017531S_1157.jpg","01","63",,"3",,"1","461157"
,"07노7269","20181107124357000","C:\Img\2018\11\07\124357000S_7269.jpg","01","44",,"3",,"1","077269"
,"62부6814","20181107131022250","C:\Img\2018\11\07\131022250S_6814.jpg","01","57",,"3",,"1","626814"
,"37노3946","20181107131705437","C:\Img\2018\11\07\131705437S_3946.jpg","01","45",,"4",,"1","373946"
,"72호1787","20181107131733921","C:\Img\2018\11\07\131733921S_1787.jpg","01","57",,"4",,"1","721787"
,"35우2622","20181107131745875","C:\Img\2018\11\07\131745875S_2622.jpg","01","43",,"3",,"1","352622"
,"69호1682","20181107133957703","C:\Img\2018\11\07\133957703S_1682.jpg","01","46",,"3",,"1","691682"
,"64노4405","20181107135002765","C:\Img\2018\11\07\135002765S_4405.jpg","01","66",,"3",,"1","644405"
,"29오7323","20181107135226359","C:\Img\2018\11\07\135226359S_7323.jpg","01","74",,"4",,"1","297323"
,"67수6782","20181107141523046","C:\Img\2018\11\07\141523046S_6782.jpg","01","41",,"3",,"1","676782"
,"67호6002","20181107141537796","C:\Img\2018\11\07\141537796S_6002.jpg","01","56",,"4",,"1","676002"
,"52호9846","20181107143406531","C:\Img\2018\11\07\143406531S_9846.jpg","01","57",,"4",,"1","529846"
,"40너3690","20181107143814234","C:\Img\2018\11\07\143814234S_3690.jpg","01","66",,"4",,"1","403690"
,"미인식","20181107150335984","C:\Img\2018\11\07\150335984S_XXXX.jpg","01","138",,"5","1","1",
,"49거0469","20181107150644875","C:\Img\2018\11\07\150644875S_0469.jpg","01","51",,"3",,"1","490469"
,"09서5807","20181107151203203","C:\Img\2018\11\07\151203203S_5807.jpg","01","93",,"4",,"1","095807"
,"63로8146","20181107161858140","C:\Img\2018\11\07\161858140S_8146.jpg","01","71",,"4",,"1","638146"
,"61부4846","20181107162618750","C:\Img\2018\11\07\162618750S_4846.jpg","01","43",,"3",,"1","614846"
,"11노2411","20181107162956921","C:\Img\2018\11\07\162956921S_2411.jpg","01","67",,"4",,"1","112411"
,"63라0270","20181107164015265","C:\Img\2018\11\07\164015265S_0270.jpg","01","79",,"5",,"1","630270"
,"03서1310","20181107164448984","C:\Img\2018\11\07\164448984S_1310.jpg","01","66",,"3",,"1","031310"
,"39보8578","20181107170400437","C:\Img\2018\11\07\170400437S_8578.jpg","01","40",,"3",,"1","398578"
,"51가1768","20181107171054531","C:\Img\2018\11\07\171054531S_1768.jpg","01","69",,"4",,"1","511768"
,"37더2877","20181107173502796","C:\Img\2018\11\07\173502796S_2877.jpg","01","59",,"3",,"1","372877"
,"46부1157","20181107173817312","C:\Img\2018\11\07\173817312S_1157.jpg","01","53",,"4",,"1","461157"
,"42소5952","20181107174851343","C:\Img\2018\11\07\174851343S_5952.jpg","01","70",,"3",,"1","425952"
,"67수6782","20181107175153984","C:\Img\2018\11\07\175153984S_6782.jpg","01","70",,"4",,"1","676782"
,"56버7139","20181107175425671","C:\Img\2018\11\07\175425671S_7139.jpg","01","59",,"3",,"1","567139"
,"01우1448","20181107175708390","C:\Img\2018\11\07\175708390S_1448.jpg","01","82",,"6",,"1","011448"
,"36마3366","20181107180319703","C:\Img\2018\11\07\180319703S_3366.jpg","01","71",,"4",,"1","363366"
,"13소9704","20181107180500171","C:\Img\2018\11\07\180500171S_9704.jpg","01","86",,"4",,"1","139704"
,"61고5104","20181107180610875","C:\Img\2018\11\07\180610875S_5104.jpg","01","72",,"4",,"1","615104"
,"27호2039","20181107181020359","C:\Img\2018\11\07\181020359S_2039.jpg","01","63",,"5",,"1","272039"
,"62부6814","20181107181116062","C:\Img\2018\11\07\181116062S_6814.jpg","01","80",,"3",,"1","626814"
,"76나5241","20181107183344109","C:\Img\2018\11\07\183344109S_5241.jpg","01","85",,"4",,"1","765241"
,"45수6063","20181107184754187","C:\Img\2018\11\07\184754187S_6063.jpg","01","74",,"4",,"1","456063"
,"39보8578","20181107185022171","C:\Img\2018\11\07\185022171S_8578.jpg","01","61",,"3",,"1","398578"
,"XXXX1787","20181107185026515","C:\Img\2018\11\07\185026515S_1787.jpg","01","116",,"3","1","1","1787"
,"11노3534","20181107191754390","C:\Img\2018\11\07\191754390S_3534.jpg","01","66",,"7",,"1","113534"
,"35누7523","20181107191941015","C:\Img\2018\11\07\191941015S_7523.jpg","01","64",,"6",,"1","357523"
,"13버5875","20181107193133937","C:\Img\2018\11\07\193133937S_5875.jpg","01","73",,"7",,"1","135875"
,"20하8308","20181107194545375","C:\Img\2018\11\07\194545375S_8308.jpg","01","88",,"6",,"1","208308"
,"66무6536","20181107194910171","C:\Img\2018\11\07\194910171S_6536.jpg","01","67",,"7",,"1","666536"
,"38허1321","20181107203247125","C:\Img\2018\11\07\203247125S_1321.jpg","01","82",,"7",,"1","381321"
,"07라3663","20181107213102265","C:\Img\2018\11\07\213102265S_3663.jpg","01","151",,"6",,"1","073663"
,"12구4312","20181107224438906","C:\Img\2018\11\07\224438906S_4312.jpg","01","77",,"7",,"1","124312"
,"29호3961","20181108070843265","C:\Img\2018\11\08\070843265S_3961.jpg","01","56",,"3",,"1","293961"
,"40너3690","20181108080153906","C:\Img\2018\11\08\080153906S_3690.jpg","01","79",,"4",,"1","403690"
,"미인식","20181108085504218","C:\Img\2018\11\08\085504218S_XXXX.jpg","01","114",,"6","1","1",
,"07라3663","20181108092320125","C:\Img\2018\11\08\092320125S_3663.jpg","01","104",,"4",,"1","073663"
,"12라0587","20181108092341781","C:\Img\2018\11\08\092341781S_0587.jpg","01","88",,"4",,"1","120587"
,"29호3849","20181108093346546","C:\Img\2018\11\08\093346546S_3849.jpg","01","77",,"3",,"1","293849"
,"38너1787","20181108103654078","C:\Img\2018\11\08\103654078S_1787.jpg","01","70",,"3",,"1","381787"
,"14허5440","20181108105542046","C:\Img\2018\11\08\105542046S_5440.jpg","01","75",,"4",,"1","145440"
,"72호1787","20181108105608328","C:\Img\2018\11\08\105608328S_1787.jpg","01","72",,"4",,"1","721787"
,"42무1452","20181108105712500","C:\Img\2018\11\08\105712500S_1452.jpg","01","53",,"4",,"1","421452"
,"37더2877","20181108110015093","C:\Img\2018\11\08\110015093S_2877.jpg","01","82",,"3",,"1","372877"
,"87두6699","20181108110833578","C:\Img\2018\11\08\110833578S_6699.jpg","01","73",,"4",,"1","876699"
,"29오7323","20181108112032843","C:\Img\2018\11\08\112032843S_7323.jpg","01","47",,"4",,"1","297323"
,"39보8578","20181108112109437","C:\Img\2018\11\08\112109437S_8578.jpg","01","47",,"3",,"1","398578"
,"경기51러9101","20181108112830781","C:\Img\2018\11\08\112830781S_9101.jpg","01","139",,"4",,"1","519101"
,"35우2622","20181108112949578","C:\Img\2018\11\08\112949578S_2622.jpg","01","67",,"3",,"1","352622"
,"55나6209","20181108122121609","C:\Img\2018\11\08\122121609S_6209.jpg","01","50",,"4",,"1","556209"
,"46부1157","20181108123313015","C:\Img\2018\11\08\123313015S_1157.jpg","01","44",,"3",,"1","461157"
,"49거0469","20181108124253203","C:\Img\2018\11\08\124253203S_0469.jpg","01","56",,"3",,"1","490469"
,"45수6063","20181108124531203","C:\Img\2018\11\08\124531203S_6063.jpg","01","66",,"3",,"1","456063"
,"37소6600","20181108125656656","C:\Img\2018\11\08\125656656S_6600.jpg","01","50",,"4",,"1","376600"
,"37더2877","20181108125853687","C:\Img\2018\11\08\125853687S_2877.jpg","01","52",,"3",,"1","372877"
,"02구5049","20181108130015218","C:\Img\2018\11\08\130015218S_5049.jpg","01","62",,"4",,"1","025049"
,"63라0270","20181108131205406","C:\Img\2018\11\08\131205406S_0270.jpg","01","67",,"4",,"1","630270"
,"10주5600","20181108132532890","C:\Img\2018\11\08\132532890S_5600.jpg","01","74",,"5",,"1","105600"
,"64노4405","20181108132709921","C:\Img\2018\11\08\132709921S_4405.jpg","01","54",,"3",,"1","644405"
,"37나9561","20181108140955203","C:\Img\2018\11\08\140955203S_9561.jpg","01","52",,"4",,"1","379561"
,"42소5952","20181108142454593","C:\Img\2018\11\08\142454593S_5952.jpg","01","70",,"3",,"1","425952"
,"24나2117","20181108142545781","C:\Img\2018\11\08\142545781S_2117.jpg","01","65",,"3",,"1","242117"
,"60보9447","20181108145550406","C:\Img\2018\11\08\145550406S_9447.jpg","01","69",,"6",,"1","609447"
,"49거0469","20181108154159625","C:\Img\2018\11\08\154159625S_0469.jpg","01","64",,"3",,"1","490469"
,"14허8456","20181108154903906","C:\Img\2018\11\08\154903906S_8456.jpg","01","49",,"4",,"1","148456"
,"38너1787","20181108160742875","C:\Img\2018\11\08\160742875S_1787.jpg","01","93",,"4",,"1","381787"
,"45수6063","20181108163009890","C:\Img\2018\11\08\163009890S_6063.jpg","01","63",,"3",,"1","456063"
,"15무0234","20181108170727750","C:\Img\2018\11\08\170727750S_0234.jpg","01","58",,"3",,"1","150234"
,"42소5952","20181108174711500","C:\Img\2018\11\08\174711500S_5952.jpg","01","77",,"3",,"1","425952"
,"67수6782","20181108175051078","C:\Img\2018\11\08\175051078S_6782.jpg","01","67",,"4",,"1","676782"
,"27호2039","20181108175134734","C:\Img\2018\11\08\175134734S_2039.jpg","01","65",,"5",,"1","272039"
,"46부1157","20181108175153671","C:\Img\2018\11\08\175153671S_1157.jpg","01","55",,"3",,"1","461157"
,"37소6600","20181108175625625","C:\Img\2018\11\08\175625625S_6600.jpg","01","64",,"4",,"1","376600"
,"62부6814","20181108180256640","C:\Img\2018\11\08\180256640S_6814.jpg","01","67",,"3",,"1","626814"
,"13소9704","20181108180434390","C:\Img\2018\11\08\180434390S_9704.jpg","01","58",,"4",,"1","139704"
,"61고5104","20181108180523875","C:\Img\2018\11\08\180523875S_5104.jpg","01","90",,"3",,"1","615104"
,"07노7269","20181108181217125","C:\Img\2018\11\08\181217125S_7269.jpg","01","49",,"3",,"1","077269"
,"19도2992","20181108182023859","C:\Img\2018\11\08\182023859S_2992.jpg","01","46",,"3",,"1","192992"
,"01우1448","20181108183054125","C:\Img\2018\11\08\183054125S_1448.jpg","01","83",,"5",,"1","011448"
,"64노4405","20181108183825703","C:\Img\2018\11\08\183825703S_4405.jpg","01","65",,"3",,"1","644405"
,"60라1078","20181108184044796","C:\Img\2018\11\08\184044796S_1078.jpg","01","61",,"4",,"1","601078"
,"52부1095","20181108184243156","C:\Img\2018\11\08\184243156S_1095.jpg","01","55",,"4",,"1","521095"
,"39보8578","20181108184612312","C:\Img\2018\11\08\184612312S_8578.jpg","01","47",,"3",,"1","398578"
,"03서1310","20181108184751562","C:\Img\2018\11\08\184751562S_1310.jpg","01","59",,"3",,"1","031310"
,"06구8712","20181108185333421","C:\Img\2018\11\08\185333421S_8712.jpg","01","61",,"5",,"1","068712"
,"16나5241","20181108185840843","C:\Img\2018\11\08\185840843S_5241.jpg","01","63",,"4",,"1","165241"
,"14가7137","20181108190825781","C:\Img\2018\11\08\190825781S_7137.jpg","01","68",,"7",,"1","147137"
,"36마3366","20181108190921359","C:\Img\2018\11\08\190921359S_3366.jpg","01","60",,"6",,"1","363366"
,"12구4312","20181108191529859","C:\Img\2018\11\08\191529859S_4312.jpg","01","73",,"9",,"1","124312"
,"52하8900","20181108192325250","C:\Img\2018\11\08\192325250S_8900.jpg","01","79",,"6",,"1","528900"
,"11노3534","20181108195140375","C:\Img\2018\11\08\195140375S_3534.jpg","01","73",,"7",,"1","113534"
,"35누7523","20181108195219140","C:\Img\2018\11\08\195219140S_7523.jpg","01","65",,"7",,"1","357523"
,"13버5875","20181108195900140","C:\Img\2018\11\08\195900140S_5875.jpg","01","84",,"7",,"1","135875"
,"51가1768","20181108201704093","C:\Img\2018\11\08\201704093S_1768.jpg","01","55",,"6",,"1","511768"
,"35보1516","20181108204602796","C:\Img\2018\11\08\204602796S_1516.jpg","01","85",,"6",,"1","351516"
,"46주8840","20181108214807421","C:\Img\2018\11\08\214807421S_8840.jpg","01","52",,"9",,"1","468840"
,"65수0715","20181108220512937","C:\Img\2018\11\08\220512937S_0715.jpg","01","72",,"6",,"1","650715"
,"07라3663","20181108223720296","C:\Img\2018\11\08\223720296S_3663.jpg","01","183",,"6",,"1","073663"
,"18하2222","20181109092827796","C:\Img\2018\11\09\092827796S_2222.jpg","01","59",,"3",,"1","182222"
,"18하2222","20181109095358359","C:\Img\2018\11\09\095358359S_2222.jpg","01","87",,"3",,"1","182222"
,"44호5578","20181109095413546","C:\Img\2018\11\09\095413546S_5578.jpg","01","69",,"4",,"1","445578"
,"20하9061","20181109101913671","C:\Img\2018\11\09\101913671S_9061.jpg","01","59",,"4",,"1","209061"
,"42무1452","20181109102031546","C:\Img\2018\11\09\102031546S_1452.jpg","01","50",,"12",,"1","421452"
,"36마3366","20181109103643437","C:\Img\2018\11\09\103643437S_3366.jpg","01","56",,"4",,"1","363366"
,"64노4405","20181109104128187","C:\Img\2018\11\09\104128187S_4405.jpg","01","61",,"3",,"1","644405"
,"45수6063","20181109104721859","C:\Img\2018\11\09\104721859S_6063.jpg","01","84",,"4",,"1","456063"
,"51가1768","20181109104939796","C:\Img\2018\11\09\104939796S_1768.jpg","01","58",,"4",,"1","511768"
,"경기51러9101","20181109105434390","C:\Img\2018\11\09\105434390S_9101.jpg","01","117",,"4",,"1","519101"
,"42소5952","20181109110202578","C:\Img\2018\11\09\110202578S_5952.jpg","01","61",,"4",,"1","425952"
,"67수6782","20181109112624125","C:\Img\2018\11\09\112624125S_6782.jpg","01","64",,"3",,"1","676782"
,"35우2622","20181109113004250","C:\Img\2018\11\09\113004250S_2622.jpg","01","61",,"3",,"1","352622"
,"37나9561","20181109113010015","C:\Img\2018\11\09\113010015S_9561.jpg","01","59",,"4",,"1","379561"
,"06두6454","20181109113226796","C:\Img\2018\11\09\113226796S_6454.jpg","01","51",,"3",,"1","066454"
,"12누3858","20181109115046406","C:\Img\2018\11\09\115046406S_3858.jpg","01","63",,"5",,"1","123858"
,"71하9919","20181109120231171","C:\Img\2018\11\09\120231171S_9919.jpg","01","67",,"3",,"1","719919"
,"46호3773","20181109120638359","C:\Img\2018\11\09\120638359S_3773.jpg","01","62",,"4",,"1","463773"
,"67호1318","20181109120643671","C:\Img\2018\11\09\120643671S_1318.jpg","01","67",,"4",,"1","671318"
,"42서0801","20181109121520750","C:\Img\2018\11\09\121520750S_0801.jpg","01","82",,"4",,"1","420801"
,"63라0270","20181109123127015","C:\Img\2018\11\09\123127015S_0270.jpg","01","71",,"13",,"1","630270"
,"55나6209","20181109132127031","C:\Img\2018\11\09\132127031S_6209.jpg","01","76",,"4",,"1","556209"
,"66조0504","20181109133615125","C:\Img\2018\11\09\133615125S_0504.jpg","01","48",,"3",,"1","660504"
,"29오7323","20181109133703750","C:\Img\2018\11\09\133703750S_7323.jpg","01","64",,"4",,"1","297323"
,"24나2117","20181109134657203","C:\Img\2018\11\09\134657203S_2117.jpg","01","72",,"2",,"1","242117"
,"66조3422","20181109135033078","C:\Img\2018\11\09\135033078S_3422.jpg","01","62",,"5",,"1","663422"
