일련번호,차량번호,통과시각,파일경로,CODE,인식타임,경차여부,바닥밝기,유효,선택,숫자번호,번호판영역,촬영정보,번호판밝기,전기차,전기차2,번호판밝기2,영상선택
,"34주3910","20181222112627065","C:\Img\2018\12\22\112627065S_3910.jpg","02","73",,"67(67)",,"1","343910","(345, 298), W:319, H:95","GigE 1543846 / 1/1500S / Gain 70 /FR 52.0","199(078/250)",,,"195(077/245)","2"
,"56모0871","20181222113513636","C:\Img\2018\12\22\113513636S_0871.jpg","01","102",,"44(42)",,"1","560871","(131, 618), W:215, H:121","GigE 1393756 / 1/700S / Gain 70 /FR 52.0","078(038/112)",,,"073(036/106)","1"
,"56모0871","20181222113519194","C:\Img\2018\12\22\113519194S_0871.jpg","02","81",,"65(65)",,"1","560871","(399, 552), W:283, H:123","GigE 1543846 / 1/1500S / Gain 70 /FR 52.0","169(070/247)",,,"170(071/246)","2"
,"56거9280","20181222113543470","C:\Img\2018\12\22\113543470S_9280.jpg","01","52",,"46(44)",,"1","569280","(427, 520), W:343, H:99","GigE 1393756 / 1/700S / Gain 70 /FR 52.0","194(061/246)",,,"190(060/244)","1"
,"56거9280","20181222113548872","C:\Img\2018\12\22\113548872S_9280.jpg","02","83",,"64(64)",,"1","569280","(559, 376), W:319, H:97","GigE 1543846 / 1/1500S / Gain 70 /FR 52.0","186(070/244)",,,"185(069/242)","2"
,"34저1868","20181222113726449","C:\Img\2018\12\22\113726449S_1868.jpg","01","122",,"44(41)",,"1","341868","(421, 526), W:355, H:105","GigE 1393756 / 1/700S / Gain 70 /FR 52.0","203(066/250)",,,"196(065/249)","1"
,"34저1868","20181222113732557","C:\Img\2018\12\22\113732557S_1868.jpg","02","83",,"71(71)",,"1","341868","(129, 332), W:335, H:103","GigE 1543846 / 1/1500S / Gain 70 /FR 52.0","179(077/235)",,,"170(076/222)","2"
,"23모9164","20181222113807164","C:\Img\2018\12\22\113807164S_9164.jpg","01","111",,"49(47)",,"1","239164","(643, 550), W:391, H:87","GigE 1393756 / 1/700S / Gain 70 /FR 52.0","215(084/252)",,,"214(084/252)","1"
,"23모9164","20181222113818425","C:\Img\2018\12\22\113818425S_9164.jpg","02","77",,"62(62)",,"1","239164","(213, 388), W:345, H:109","GigE 1543846 / 1/1500S / Gain 70 /FR 52.0","204(101/249)",,,"202(096/247)","2"
,"23가4985","20181222114139695","C:\Img\2018\12\22\114139695S_4985.jpg","01","125",,"52(38)",,"1","234985","(295, 582), W:317, H:105","GigE 1393756 / 1/1000S / Gain 70 /FR 52.0","200(089/248)",,,"148(069/185)","1"
,"23가4985","20181222114145909","C:\Img\2018\12\22\114145909S_4985.jpg","02","85",,"71(67)",,"1","234985","(183, 404), W:345, H:113","GigE 1543846 / 1/1500S / Gain 70 /FR 52.0","201(091/247)",,,"196(089/244)","1"
,"12수5189","20181222114407386","C:\Img\2018\12\22\114407386S_5189.jpg","01","116",,"43(43)",,"1","125189","(167, 540), W:293, H:107","GigE 1393756 / 1/700S / Gain 70 /FR 52.0","131(046/167)",,,"178(060/231)","2"
,"12수5189","20181222114412696","C:\Img\2018\12\22\114412696S_5189.jpg","02","105",,"68(68)",,"1","125189","(459, 340), W:309, H:99","GigE 1543846 / 1/1500S / Gain 70 /FR 52.0","188(062/250)",,,"188(062/248)","2"
,"61우9332","20181222114436031","C:\Img\2018\12\22\114436031S_9332.jpg","01","94",,"52(49)",,"1","619332","(639, 592), W:293, H:83","GigE 1393756 / 1/700S / Gain 70 /FR 52.0","200(076/251)",,,"203(078/251)","1"
,"61우9332","20181222114441492","C:\Img\2018\12\22\114441492S_9332.jpg","02","96",,"67(67)",,"1","619332","(109, 710), W:257, H:107","GigE 1543846 / 1/1500S / Gain 70 /FR 52.0","171(071/208)",,,"165(071/199)","2"
,"47저5888","20181222115058394","C:\Img\2018\12\22\115058394S_5888.jpg","01","186",,"61(43)",,"1","475888","(441, 408), W:359, H:95","GigE 1393756 / 1/1000S / Gain 70 /FR 52.0","208(090/251)",,,"180(071/227)","1"
,"47저5888","20181222115103141","C:\Img\2018\12\22\115103141S_5888.jpg","02","89",,"80(80)",,"1","475888","(251, 274), W:313, H:99","GigE 1543846 / 1/1500S / Gain 70 /FR 52.0","204(110/249)",,,"186(094/241)","2"
,"73어5876","20181222115406305","C:\Img\2018\12\22\115406305S_5876.jpg","01","113",,"43(39)",,"1","735876","(415, 508), W:337, H:99","GigE 1393756 / 1/1000S / Gain 70 /FR 52.0","165(058/214)",,,"153(058/200)","1"
,"73어5876","20181222115411084","C:\Img\2018\12\22\115411084S_5876.jpg","02","113",,"165(165)",,"1","735876","(245, 358), W:313, H:95","GigE 1543846 / 1/1500S / Gain 70 /FR 52.0","224(135/251)",,,"222(130/251)","2"
,"전북30바1909","20181222115412837","C:\Img\2018\12\22\115412837S_1909.jpg","01","112",,"48(47)",,"1","301909","(514, 574), W:426, H:87","GigE 1393756 / 1/1000S / Gain 70 /FR 52.0","184(066/243)",,,"186(068/240)","1"
,"30마1909","20181222115416829","C:\Img\2018\12\22\115416829S_1909.jpg","02","184",,"161(150)",,"1","301909","(187, 358), W:255, H:111","GigE 1543846 / 1/2000S / Gain 70 /FR 52.0","234(137/252)",,,"233(145/252)","1"
,"47구1115","20181222115821601","C:\Img\2018\12\22\115821601S_1115.jpg","01","147",,"36(34)",,"1","471115","(249, 502), W:277, H:109","GigE 1393756 / 1/1000S / Gain 70 /FR 52.0","132(045/172)",,,"128(044/168)","1"
,"47구1115","20181222115829477","C:\Img\2018\12\22\115829477S_1115.jpg","02","77",,"113(113)",,"1","471115","(83, 368), W:355, H:113","GigE 1543846 / 1/2000S / Gain 70 /FR 52.0","164(051/223)",,,"145(048/195)","2"
,"56라2271","20181222115911707","C:\Img\2018\12\22\115911707S_2271.jpg","01","197",,"52(52)",,"1","562271","(279, 612), W:323, H:101","GigE 1393756 / 1/700S / Gain 70 /FR 52.0","170(060/209)",,,"206(076/251)","2"
,"56라2271","20181222115916842","C:\Img\2018\12\22\115916842S_2271.jpg","02","118",,"127(127)",,"1","562271","(231, 322), W:317, H:97","GigE 1543846 / 1/2000S / Gain 70 /FR 52.0","205(091/246)",,,"220(110/252)","2"
,"01라7451","20181222115934279","C:\Img\2018\12\22\115934279S_7451.jpg","01","128",,"64(43)",,"1","017451","(425, 523), W:237, H:130","GigE 1393756 / 1/1000S / Gain 70 /FR 52.0","108(072/223)",,,"074(052/148)","1"
,"01라7451","20181222115938984","C:\Img\2018\12\22\115938984S_7451.jpg","02","94",,"134(134)",,"1","017451","(323, 289), W:223, H:118","GigE 1543846 / 1/2500S / Gain 70 /FR 52.0","186(156/247)",,,"159(126/248)","2"
,"02머2358","20181222120024664","C:\Img\2018\12\22\120024664S_2358.jpg","01","184",,"37(35)",,"1","022358","(53, 478), W:225, H:109","GigE 1393756 / 1/1000S / Gain 70 /FR 52.0","092(040/125)",,,"093(041/123)","1"
,"02머2358","20181222120031014","C:\Img\2018\12\22\120031014S_2358.jpg","02","77",,"119(119)",,"1","022358","(395, 202), W:319, H:89","GigE 1543846 / 1/2500S / Gain 70 /FR 52.0","202(089/243)",,,"199(107/249)","2"
,"02부5329","20181222120544346","C:\Img\2018\12\22\120544346S_5329.jpg","01","155",,"43(41)",,"1","025329","(345, 540), W:287, H:105","GigE 1393756 / 1/1000S / Gain 70 /FR 52.0","121(048/161)",,,"117(046/159)","1"
,"02부5329","20181222120549476","C:\Img\2018\12\22\120549476S_5329.jpg","02","95",,"87(87)",,"1","025329","(331, 270), W:311, H:97","GigE 1543846 / 1/2500S / Gain 70 /FR 52.0","144(064/186)",,,"154(072/194)","2"
,"69다8041","20181222120724941","C:\Img\2018\12\22\120724941S_8041.jpg","01","149",,"77(77)",,"1","698041","(515, 544), W:357, H:101","GigE 1393756 / 1/700S / Gain 70 /FR 52.0","195(069/240)",,,"212(085/251)","2"
,"69다8041","20181222120731616","C:\Img\2018\12\22\120731616S_8041.jpg","02","94",,"78(78)",,"1","698041","(193, 356), W:337, H:101","GigE 1543846 / 1/2500S / Gain 70 /FR 52.0","194(103/248)",,,"165(086/227)","2"
,"46주8722","20181222120853911","C:\Img\2018\12\22\120853911S_8722.jpg","01","213",,"53(38)",,"1","468722","(197, 508), W:253, H:115","GigE 1393756 / 1/1000S / Gain 70 /FR 52.0","178(078/235)",,,"121(057/161)","1"
,"46주8722","20181222120859551","C:\Img\2018\12\22\120859551S_8722.jpg","02","139",,"120(112)",,"1","468722","(151, 432), W:333, H:129","GigE 1543846 / 1/2500S / Gain 70 /FR 52.0","229(145/252)",,,"227(142/252)","1"
,"23누0568","20181222121030029","C:\Img\2018\12\22\121030029S_0568.jpg","01","102",,"43(43)",,"1","230568","(255, 630), W:341, H:101","GigE 1393756 / 1/1000S / Gain 70 /FR 52.0","168(063/208)",,,"168(068/208)","2"
,"23누0568","20181222121034809","C:\Img\2018\12\22\121034809S_0568.jpg","02","100",,"58(57)",,"1","230568","(495, 320), W:325, H:101","GigE 1543846 / 1/3000S / Gain 70 /FR 52.0","199(079/243)",,,"148(058/186)","1"
,"06누7967","20181222121134720","C:\Img\2018\12\22\121134720S_7967.jpg","01","127",,"49(45)",,"1","067967","(493, 582), W:367, H:87","GigE 1393756 / 1/1000S / Gain 70 /FR 52.0","191(057/241)",,,"187(057/234)","1"
,"06누7967","20181222121139107","C:\Img\2018\12\22\121139107S_7967.jpg","02","85",,"70(70)",,"1","067967","(385, 596), W:301, H:117","GigE 1543846 / 1/2500S / Gain 70 /FR 52.0","173(070/234)",,,"163(066/226)","2"
,"64러0345","20181222121513160","C:\Img\2018\12\22\121513160S_0345.jpg","01","159",,"39(35)",,"1","640345","(323, 540), W:279, H:103","GigE 1393756 / 1/1000S / Gain 70 /FR 52.0","123(046/165)",,,"119(044/163)","1"
,"64러0345","20181222121518863","C:\Img\2018\12\22\121518863S_0345.jpg","02","107",,"70(70)",,"1","640345","(203, 376), W:337, H:101","GigE 1543846 / 1/2500S / Gain 70 /FR 52.0","180(101/249)",,,"175(094/250)","2"
,"56모1882","20181222121524553","C:\Img\2018\12\22\121524553S_1882.jpg","01","95",,"47(47)",,"1","561882","(199, 464), W:275, H:107","GigE 1393756 / 1/700S / Gain 70 /FR 52.0","114(046/154)",,,"165(060/225)","2"
,"56모1882","20181222121531262","C:\Img\2018\12\22\121531262S_1882.jpg","02","89",,"65(65)",,"1","561882","(203, 286), W:347, H:105","GigE 1543846 / 1/2500S / Gain 70 /FR 52.0","205(089/251)",,,"204(086/251)","2"
,"29너7983","20181222121705049","C:\Img\2018\12\22\121705049S_7983.jpg","01","154",,"61(58)",,"1","297983","(585, 554), W:391, H:89","GigE 1393756 / 1/700S / Gain 70 /FR 52.0","207(093/252)",,,"206(091/252)","1"
,"29너7983","20181222121709878","C:\Img\2018\12\22\121709878S_7983.jpg","02","92",,"64(64)",,"1","297983","(323, 358), W:249, H:89","GigE 1543846 / 1/3000S / Gain 70 /FR 52.0","219(116/251)",,,"210(099/251)","2"
,"41주6553","20181222122258270","C:\Img\2018\12\22\122258270S_6553.jpg","01","189",,"57(41)",,"1","416553","(295, 504), W:295, H:101","GigE 1393756 / 1/1000S / Gain 70 /FR 52.0","194(079/247)",,,"138(057/178)","1"
,"41주6553","20181222122305491","C:\Img\2018\12\22\122305491S_6553.jpg","02","83",,"54(48)",,"1","416553","(311, 336), W:347, H:107","GigE 1543846 / 1/4000S / Gain 70 /FR 52.0","217(108/251)",,,"207(092/250)","1"
,"60노9531","20181222122849071","C:\Img\2018\12\22\122849071S_9531.jpg","01","101",,"47(47)",,"1","609531","(305, 550), W:329, H:101","GigE 1393756 / 1/700S / Gain 70 /FR 52.0","162(054/201)",,,"202(068/249)","2"
,"60노9531","20181222122855006","C:\Img\2018\12\22\122855006S_9531.jpg","02","73",,"44(44)",,"1","609531","(157, 348), W:331, H:105","GigE 1543846 / 1/4000S / Gain 70 /FR 52.0","192(066/251)",,,"189(064/250)","2"
,"34서0626","20181222123020991","C:\Img\2018\12\22\123020991S_0626.jpg","01","154",,"73(70)",,"1","340626","(515, 556), W:357, H:103","GigE 1393756 / 1/700S / Gain 70 /FR 52.0","210(086/251)",,,"209(088/251)","1"
,"34서0626","20181222123027281","C:\Img\2018\12\22\123027281S_0626.jpg","02","143",,"46(46)",,"1","340626","(3, 394), W:367, H:119","GigE 1543846 / 1/4000S / Gain 70 /FR 52.0","203(088/250)",,,"201(087/250)","2"
,"05라4220","20181222123508139","C:\Img\2018\12\22\123508139S_4220.jpg","01","91",,"53(38)",,"1","054220","(357, 506), W:337, H:99","GigE 1393756 / 1/1000S / Gain 70 /FR 52.0","195(069/250)",,,"147(053/194)","1"
,"미인식","20181222123512194","C:\Img\2018\12\22\123512194S_XXXX.jpg","02","295",,"58(47)","1","1",,,"GigE 1543846 / 1/4000S / Gain 70 /FR 52.0",,,,,"3"
,"25호2952","20181222123710737","C:\Img\2018\12\22\123710737S_2952.jpg","01","99",,"44(42)",,"1","252952","(509, 542), W:345, H:93","GigE 1393756 / 1/1000S / Gain 70 /FR 52.0","183(062/230)",,,"180(062/226)","1"
,"35부7663","20181222124108702","C:\Img\2018\12\22\124108702S_7663.jpg","01","88",,"41(40)",,"1","357663","(519, 510), W:381, H:83","GigE 1393756 / 1/1000S / Gain 70 /FR 52.0","193(073/248)",,,"190(072/245)","1"
,"35부7663","20181222124113297","C:\Img\2018\12\22\124113297S_7663.jpg","02","165",,"54(54)",,"1","357663","(359, 334), W:263, H:107","GigE 1543846 / 1/4000S / Gain 70 /FR 52.0","201(096/250)",,,"201(096/250)","2"
,"09버9100","20181222124158753","C:\Img\2018\12\22\124158753S_9100.jpg","01","142",,"43(42)",,"1","099100","(443, 534), W:353, H:95","GigE 1393756 / 1/1000S / Gain 70 /FR 52.0","184(059/231)",,,"179(060/225)","1"
,"09버9100","20181222124207269","C:\Img\2018\12\22\124207269S_9100.jpg","02","93",,"60(60)",,"1","099100","(247, 384), W:215, H:101","GigE 1543846 / 1/4000S / Gain 70 /FR 52.0","221(116/251)",,,"221(117/251)","2"
,"01모9046","20181222124209479","C:\Img\2018\12\22\124209479S_9046.jpg","01","100",,"47(45)",,"1","019046","(397, 545), W:215, H:124","GigE 1393756 / 1/1000S / Gain 70 /FR 52.0","085(054/164)",,,"083(054/161)","1"
,"01모9046","20181222124217834","C:\Img\2018\12\22\124217834S_9046.jpg","02","67",,"39(39)",,"1","019046","(437, 399), W:253, H:122","GigE 1543846 / 1/4000S / Gain 70 /FR 52.0","153(100/247)",,,"149(095/246)","2"
,"61모9468","20181222124305126","C:\Img\2018\12\22\124305126S_9468.jpg","01","162",,"41(40)",,"1","619468","(205, 538), W:265, H:109","GigE 1393756 / 1/1000S / Gain 70 /FR 52.0","125(056/163)",,,"121(056/158)","1"
,"61모9468","20181222124310921","C:\Img\2018\12\22\124310921S_9468.jpg","02","85",,"44(44)",,"1","619468","(89, 346), W:349, H:109","GigE 1543846 / 1/4000S / Gain 70 /FR 52.0","212(091/251)",,,"209(087/251)","2"
,"33러0433","20181222124433222","C:\Img\2018\12\22\124433222S_0433.jpg","01","71",,"40(39)",,"1","330433","(217, 482), W:255, H:109","GigE 1393756 / 1/1000S / Gain 70 /FR 52.0","112(051/147)",,,"112(051/146)","1"
,"33러0433","20181222124439642","C:\Img\2018\12\22\124439642S_0433.jpg","02","81",,"40(35)",,"1","330433","(219, 450), W:345, H:125","GigE 1543846 / 1/5000S / Gain 70 /FR 52.0","197(096/250)",,,"182(080/247)","1"
,"38서2956","20181222124528031","C:\Img\2018\12\22\124528031S_2956.jpg","01","128",,"40(38)",,"1","382956","(353, 562), W:341, H:101","GigE 1393756 / 1/1000S / Gain 70 /FR 52.0","160(059/206)",,,"148(057/193)","1"
,"38서2956","20181222124532133","C:\Img\2018\12\22\124532133S_2956.jpg","02","114",,"42(42)",,"1","382956","(377, 262), W:325, H:91","GigE 1543846 / 1/5000S / Gain 70 /FR 52.0","197(084/250)",,,"191(075/248)","2"
,"50루7522","20181222125841409","C:\Img\2018\12\22\125841409S_7522.jpg","01","94",,"44(41)",,"1","507522","(491, 606), W:367, H:103","GigE 1393756 / 1/1000S / Gain 70 /FR 52.0","169(060/221)",,,"156(057/206)","1"
,"50루7522","20181222125846180","C:\Img\2018\12\22\125846180S_7522.jpg","02","61",,"46(46)",,"1","507522","(31, 270), W:347, H:101","GigE 1543846 / 1/5000S / Gain 70 /FR 52.0","160(067/210)",,,"149(063/195)","2"
,"69머2051","20181222130102583","C:\Img\2018\12\22\130102583S_2051.jpg","01","122",,"40(37)",,"1","692051","(267, 516), W:273, H:107","GigE 1393756 / 1/1000S / Gain 70 /FR 52.0","124(054/160)",,,"124(054/159)","1"
,"69머2051","20181222130107236","C:\Img\2018\12\22\130107236S_2051.jpg","02","52",,"46(46)",,"1","692051","(197, 322), W:331, H:97","GigE 1543846 / 1/5000S / Gain 70 /FR 52.0","191(067/249)",,,"188(064/247)","2"
,"19누8415","20181222130805963","C:\Img\2018\12\22\130805963S_8415.jpg","01","136",,"44(44)",,"1","198415","(339, 532), W:359, H:99","GigE 1393756 / 1/700S / Gain 70 /FR 52.0","156(046/197)",,,"196(060/246)","2"
,"19누8415","20181222130814049","C:\Img\2018\12\22\130814049S_8415.jpg","02","66",,"34(34)",,"1","198415","(503, 314), W:313, H:97","GigE 1543846 / 1/5000S / Gain 70 /FR 52.0","198(079/250)",,,"200(075/249)","2"
,"67무6252","20181222130822092","C:\Img\2018\12\22\130822092S_6252.jpg","01","143",,"46(43)",,"1","676252","(267, 532), W:275, H:109","GigE 1393756 / 1/700S / Gain 70 /FR 52.0","161(068/211)",,,"156(067/208)","1"
,"67무6252","20181222130827246","C:\Img\2018\12\22\130827246S_6252.jpg","02","61",,"44(44)",,"1","676252","(63, 352), W:333, H:111","GigE 1543846 / 1/5000S / Gain 70 /FR 52.0","200(080/249)",,,"197(075/249)","2"
,"17오3768","20181222130933100","C:\Img\2018\12\22\130933100S_3768.jpg","01","135",,"47(43)",,"1","173768","(545, 598), W:365, H:99","GigE 1393756 / 1/700S / Gain 70 /FR 52.0","207(066/251)",,,"205(066/251)","1"
,"17오3768","20181222130938591","C:\Img\2018\12\22\130938591S_3768.jpg","02","63",,"35(35)",,"1","173768","(217, 392), W:343, H:101","GigE 1543846 / 1/5000S / Gain 70 /FR 52.0","195(072/250)",,,"195(070/250)","2"
,"43더5787","20181222131059701","C:\Img\2018\12\22\131059701S_5787.jpg","01","130",,"47(35)",,"1","435787","(455, 566), W:357, H:97","GigE 1393756 / 1/1000S / Gain 70 /FR 52.0","200(066/250)",,,"160(053/206)","1"
,"43더5787","20181222131104534","C:\Img\2018\12\22\131104534S_5787.jpg","02","66",,"44(39)",,"1","435787","(133, 392), W:357, H:113","GigE 1543846 / 1/5000S / Gain 70 /FR 52.0","195(086/249)",,,"190(081/248)","1"
,"69조8486","20181222131106530","C:\Img\2018\12\22\131106530S_8486.jpg","01","116",,"37(35)",,"1","698486","(19, 504), W:185, H:109","GigE 1393756 / 1/1000S / Gain 70 /FR 52.0","078(044/102)",,,"080(045/102)","1"
,"69조8486","20181222131114057","C:\Img\2018\12\22\131114057S_8486.jpg","02","61",,"40(40)",,"1","698486","(175, 360), W:345, H:101","GigE 1543846 / 1/5000S / Gain 70 /FR 52.0","200(086/248)",,,"195(082/246)","2"
,"70마4200","20181222132303592","C:\Img\2018\12\22\132303592S_4200.jpg","01","120",,"32(30)",,"1","704200","(117, 456), W:229, H:113","GigE 1393756 / 1/1000S / Gain 70 /FR 52.0","085(041/117)",,,"083(042/114)","1"
,"70마4200","20181222132309699","C:\Img\2018\12\22\132309699S_4200.jpg","02","75",,"31(31)",,"1","704200","(505, 334), W:317, H:89","GigE 1543846 / 1/5000S / Gain 70 /FR 52.0","109(041/142)",,,"096(045/127)","2"
,"43고0740","20181222132459289","C:\Img\2018\12\22\132459289S_0740.jpg","01","87",,"33(32)",,"1","430740","(131, 496), W:239, H:111","GigE 1393756 / 1/1000S / Gain 70 /FR 52.0","088(042/119)",,,"086(042/117)","1"
,"43고0740","20181222132504667","C:\Img\2018\12\22\132504667S_0740.jpg","02","159",,"35(35)",,"1","430740","(389, 314), W:333, H:89","GigE 1543846 / 1/4000S / Gain 70 /FR 52.0","068(028/087)",,,"086(033/110)","2"
,"53노5516","20181222133556939","C:\Img\2018\12\22\133556939S_5516.jpg","01","178",,"45(41)",,"1","535516","(311, 536), W:339, H:89","GigE 1393756 / 1/1000S / Gain 70 /FR 52.0","138(047/173)",,,"130(047/162)","1"
,"53노5516","20181222133600996","C:\Img\2018\12\22\133600996S_5516.jpg","02","96",,"43(43)",,"1","535516","(117, 368), W:275, H:115","GigE 1543846 / 1/3000S / Gain 70 /FR 52.0","200(094/248)",,,"212(109/251)","2"
,"미인식","20181222133821346","C:\Img\2018\12\22\133821346S_XXXX.jpg","01","277",,"69(69)","1","1",,,"GigE 1393756 / 1/700S / Gain 70 /FR 52.0","064(035/080)",,,,"2"
,"56수5649","20181222133829727","C:\Img\2018\12\22\133829727S_5649.jpg","02","188",,"38(38)",,"1","565649","(349, 366), W:327, H:95","GigE 1543846 / 1/3000S / Gain 70 /FR 52.0","207(082/251)",,,"209(084/251)","2"
,"68머3699","20181222133934769","C:\Img\2018\12\22\133934769S_3699.jpg","01","118",,"55(55)",,"1","683699","(479, 606), W:405, H:95","GigE 1393756 / 1/700S / Gain 70 /FR 52.0","188(071/251)",,,"191(071/251)","2"
,"68머3699","20181222133939692","C:\Img\2018\12\22\133939692S_3699.jpg","02","101",,"41(40)",,"1","683699","(317, 340), W:335, H:103","GigE 1543846 / 1/4000S / Gain 70 /FR 52.0","222(134/251)",,,"212(109/251)","1"
,"66머9022","20181222134153567","C:\Img\2018\12\22\134153567S_9022.jpg","01","133",,"50(36)",,"1","669022","(389, 534), W:361, H:85","GigE 1393756 / 1/1000S / Gain 70 /FR 52.0","188(061/243)",,,"145(048/188)","1"
,"66머9022","20181222134200271","C:\Img\2018\12\22\134200271S_9022.jpg","02","87",,"36(31)",,"1","669022","(159, 354), W:345, H:119","GigE 1543846 / 1/5000S / Gain 70 /FR 52.0","196(086/250)",,,"190(082/247)","1"
,"28누4605","20181222134212795","C:\Img\2018\12\22\134212795S_4605.jpg","01","163",,"48(48)",,"1","284605","(45, 514), W:185, H:115","GigE 1393756 / 1/700S / Gain 70 /FR 52.0","067(033/088)",,,"091(043/121)","2"
,"28누4605","20181222134217798","C:\Img\2018\12\22\134217798S_4605.jpg","02","93",,"31(31)",,"1","284605","(281, 324), W:263, H:111","GigE 1543846 / 1/5000S / Gain 70 /FR 52.0","167(066/241)",,,"178(073/248)","2"
,"55호6236","20181222134423784","C:\Img\2018\12\22\134423784S_6236.jpg","01","160",,"39(37)",,"1","556236","(369, 544), W:327, H:99","GigE 1393756 / 1/700S / Gain 70 /FR 52.0","160(052/212)",,,"147(051/199)","1"
,"55호6236","20181222134428459","C:\Img\2018\12\22\134428459S_6236.jpg","02","71",,"30(30)",,"1","556236","(225, 622), W:339, H:101","GigE 1543846 / 1/5000S / Gain 70 /FR 52.0","057(029/075)",,,"058(031/073)","2"
,"23두8473","20181222134448169","C:\Img\2018\12\22\134448169S_8473.jpg","01","171",,"41(39)",,"1","238473","(347, 502), W:327, H:97","GigE 1393756 / 1/700S / Gain 70 /FR 52.0","180(055/233)",,,"174(055/227)","1"
,"23두8473","20181222134452631","C:\Img\2018\12\22\134452631S_8473.jpg","02","118",,"38(38)",,"1","238473","(153, 344), W:325, H:111","GigE 1543846 / 1/4000S / Gain 70 /FR 52.0","124(054/178)",,,"182(082/241)","2"
,"47머0745","20181222135741965","C:\Img\2018\12\22\135741965S_0745.jpg","01","76",,"44(41)",,"1","470745","(409, 510), W:349, H:99","GigE 1393756 / 1/700S / Gain 70 /FR 52.0","190(066/240)",,,"185(065/236)","1"
,"47머0745","20181222135747752","C:\Img\2018\12\22\135747752S_0745.jpg","02","74",,"31(31)",,"1","470745","(121, 270), W:367, H:95","GigE 1543846 / 1/4000S / Gain 70 /FR 52.0","073(035/092)",,,"069(035/086)","2"
,"38수3698","20181222140045864","C:\Img\2018\12\22\140045864S_3698.jpg","01","91",,"44(41)",,"1","383698","(429, 570), W:353, H:97","GigE 1393756 / 1/700S / Gain 70 /FR 52.0","198(063/247)",,,"196(064/246)","1"
,"38수3698","20181222140051181","C:\Img\2018\12\22\140051181S_3698.jpg","02","105",,"39(39)",,"1","383698","(585, 344), W:313, H:87","GigE 1543846 / 1/3000S / Gain 70 /FR 52.0","083(037/104)",,,"099(042/124)","2"
,"42나0395","20181222140316062","C:\Img\2018\12\22\140316062S_0395.jpg","01","126",,"41(39)",,"1","420395","(379, 528), W:341, H:91","GigE 1393756 / 1/700S / Gain 70 /FR 52.0","188(053/238)",,,"186(054/235)","1"
,"42나0395","20181222140320453","C:\Img\2018\12\22\140320453S_0395.jpg","02","68",,"42(42)",,"1","420395","(271, 296), W:331, H:97","GigE 1543846 / 1/2500S / Gain 70 /FR 52.0","108(042/140)",,,"119(049/152)","2"
,"45부1490","20181222140458632","C:\Img\2018\12\22\140458632S_1490.jpg","01","228",,"52(49)",,"1","451490","(203, 480), W:249, H:101","GigE 1393756 / 1/700S / Gain 70 /FR 52.0","094(048/121)",,,"093(047/118)","1"
,"45부1490","20181222140505838","C:\Img\2018\12\22\140505838S_1490.jpg","02","79",,"46(46)",,"1","451490","(355, 278), W:341, H:95","GigE 1543846 / 1/2000S / Gain 70 /FR 52.0","139(052/183)",,,"156(057/205)","2"
,"미인식","20181222140813761","C:\Img\2018\12\22\140813761S_XXXX.jpg","01","422",,"40(40)","1","1",,,"GigE 1393756 / 1/700S / Gain 70 /FR 52.0",,,,,"2"
,"32도6785","20181222141105447","C:\Img\2018\12\22\141105447S_6785.jpg","01","110",,"49(46)",,"1","326785","(573, 514), W:389, H:85","GigE 1393756 / 1/700S / Gain 70 /FR 52.0","197(072/251)",,,"196(070/251)","1"
,"32도6785","20181222141111387","C:\Img\2018\12\22\141111387S_6785.jpg","02","100",,"48(48)",,"1","326785","(367, 350), W:253, H:91","GigE 1543846 / 1/2000S / Gain 70 /FR 52.0","156(059/203)",,,"145(057/188)","2"
,"42다9508","20181222141715432","C:\Img\2018\12\22\141715432S_9508.jpg","01","91",,"45(39)",,"1","429508","(543, 596), W:381, H:99","GigE 1393756 / 1/1000S / Gain 70 /FR 52.0","200(062/251)",,,"178(053/231)","1"
,"42다9508","20181222141722020","C:\Img\2018\12\22\141722020S_9508.jpg","02","82",,"56(56)",,"1","429508","(279, 342), W:343, H:103","GigE 1543846 / 1/1500S / Gain 70 /FR 52.0","160(059/206)",,,"192(072/244)","2"
,"58고6879","20181222141816585","C:\Img\2018\12\22\141816585S_6879.jpg","01","85",,"37(36)",,"1","586879","(761, 557), W:295, H:138","GigE 1393756 / 1/1000S / Gain 70 /FR 52.0","111(060/242)",,,"112(060/243)","1"
,"58고6879","20181222141822301","C:\Img\2018\12\22\141822301S_6879.jpg","02","71",,"60(60)",,"1","586879","(447, 373), W:243, H:120","GigE 1543846 / 1/1500S / Gain 70 /FR 52.0","119(069/243)",,,"115(066/238)","2"
,"11주3557","20181222142410935","C:\Img\2018\12\22\142410935S_3557.jpg","01","157",,"35(34)",,"1","113557","(147, 488), W:261, H:101","GigE 1393756 / 1/1000S / Gain 70 /FR 52.0","107(042/130)",,,"105(042/129)","1"
,"11주3557","20181222142427884","C:\Img\2018\12\22\142427884S_3557.jpg","02","88",,"51(51)",,"1","113557","(663, 208), W:285, H:91","GigE 1543846 / 1/1500S / Gain 70 /FR 52.0","207(086/244)",,,"209(088/246)","2"
